signe	nom_propose	hpo_id	label_hpo	n	choix	arbitre	verdict_next	nom_next
polyps of the stomach	Gastric polyposis	HP:0033769	Fundic gland polyposis	1	HP:0004394	next:AUTRE Gastric polyp ?	AUTRE	Gastric polyp
Pontocerebellar hypoplasia	Olivopontocerebellar hypoplasia	HP:0006955	Olivopontocerebellar hypoplasia	1	HP:0006955	next:AUTRE Pontocerebellar hypoplasia ?	AUTRE	Pontocerebellar hypoplasia
Poor balance	Ataxia	HP:0001251	Ataxia	1	HP:0002141	next:AUTRE Impaired balance ?	AUTRE	Impaired balance
Poor concentration/hyperactivity	Hyperactivity	HP:0000752	Hyperactivity	1	HP:0031987+HP:0000752	next:AUTRE Attention deficit hyperactivity disorder ?	AUTRE	Attention deficit hyperactivity disorder
Poor corticomedullary demarcation	Abnormal bone structure	HP:0003330	Abnormal bone structure	1	HP:0003330	next:AUTRE Poor corticomedullary differentiation of long bones ?	AUTRE	Poor corticomedullary differentiation of long bones
poor cough reflex	Abnormal reflex	HP:0031826	Abnormal reflex	1	HP:0031826	next:AUTRE Absent cough reflex ?	AUTRE	Absent cough reflex
Poor differentiation between cortex and medulla	Abnormal bone structure	HP:0003330	Abnormal bone structure	1	HP:0003330	next:AUTRE Poor corticomedullary differentiation of long bones ?	AUTRE	Poor corticomedullary differentiation of long bones
Poor hippocampal formation	Abnormal hippocampus morphology	HP:0025100	Abnormal hippocampus morphology	1	HP:0025517	next:AUTRE Hypoplasia of the hippocampus ?	AUTRE	Hypoplasia of the hippocampus
Poor horizontal optokinetic nystagmus	Horizontal opticokinetic nystagmus	HP:0008026	Horizontal opticokinetic nystagmus	1	HP:0008026	next:AUTRE Abnormal optokinetic nystagmus ?	AUTRE	Abnormal optokinetic nystagmus
poor judgment	Impulse control disorders	HP:0000734	Disinhibition	1	HP:5200401	next:AUTRE Impaired judgment ?	AUTRE	Impaired judgment
Poor Moro reflex	Abnormal reflex	HP:0031826	Abnormal reflex	1	HP:0031826	next:AUTRE Absent Moro reflex ?	AUTRE	Absent Moro reflex
poor ossification of the axial skeleton	Delayed bone age	HP:0002750	Delayed skeletal maturation	1	HP:0031096	next:AUTRE Delayed ossification of vertebral bodies ?	AUTRE	Delayed ossification of vertebral bodies
Poor ossification of the vertebral bodies	Vertebral hypoplasia	HP:0008417	Vertebral hypoplasia	1	HP:0031096	next:AUTRE Delayed ossification of vertebral bodies ?	AUTRE	Delayed ossification of vertebral bodies
poor spontaneous movements	Hypotonia	HP:0001252	Hypotonia	1	HP:0002375	next:AUTRE Decreased fetal movement ?	AUTRE	Decreased fetal movement
Poor urinary stream	Urinary hesitancy	HP:0000019	Urinary hesitancy	1	HP:0000019	next:AUTRE Abnormal urinary stream ?	AUTRE	Abnormal urinary stream
Poorly formed lunulae	Absent lunula	HP:0030805	Absent lunula	1	PARENT:HP:0001597	next:AUTRE Abnormality of the lunula ?	AUTRE	Abnormality of the lunula
Poorly ossified calcaneus	Abnormality of the calcaneus	HP:0008364	Abnormality of the calcaneus	1	HP:0008142	next:AUTRE Decreased calcaneal ossification ?	AUTRE	Decreased calcaneal ossification
Poorly ossified fibula	Fibular hypoplasia	HP:0003038	Fibular hypoplasia	1	HP:0003038	next:AUTRE Decreased fibular ossification ?	AUTRE	Decreased fibular ossification
Poorly ossified posterior elements	Posterior vertebral hypoplasia	HP:0008451	Posterior vertebral hypoplasia	1	HP:0008451	next:AUTRE Decreased posterior vertebral arch ossification ?	AUTRE	Decreased posterior vertebral arch ossification
Poorly ossified talus	Abnormal talus morphology	HP:0008365	Abnormal talus morphology	1	HP:0011836	next:AUTRE Decreased talus ossification ?	AUTRE	Decreased talus ossification
Poorly ossified vertebral bodies	Vertebral hypoplasia	HP:0008417	Vertebral hypoplasia	1	HP:0100856	next:AUTRE Decreased vertebral body ossification ?	AUTRE	Decreased vertebral body ossification
Postaxial carpometacarpal fusion	Synostosis of joints	HP:0100240	Synostosis of joints	1	HP:0100328	next:PARENT Postaxial carpometacarpal synostosis ?	PARENT	Postaxial carpometacarpal synostosis
Postaxial limb defects	Postaxial oligodactyly	HP:0006210	Postaxial oligodactyly	1	HP:0006210	next:PARENT Postaxial limb defect ?	PARENT	Postaxial limb defect
postaxial shortening of the metacarpals	Short metacarpal	HP:0010049	Short metacarpal	1	HP:0010044+HP:0010047	next:PARENT Short 4th metacarpal ?	PARENT	Short 4th metacarpal
postaxial shortening of the metatarsals	Short metatarsal	HP:0010743	Short metatarsal	1	HP:0004689+HP:0004704	next:PARENT Short 5th metatarsal ?	PARENT	Short 5th metatarsal
Posterior alignment of knees and feet	Genu recurvatum	HP:0002816	Genu recurvatum	1	NON	next:AUTRE Posterior dislocation of the knee ?	AUTRE	Posterior dislocation of the knee
posterior column sensory loss	Abnormality of proprioception	HP:0010831	Impaired proprioception	1	HP:0010831+HP:0002495	next:AUTRE Impaired vibration sense ?	AUTRE	Impaired vibration sense
Posterior convexity of vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	1	HP:0003312	next:PARENT Posterior convexity of the vertebral bodies ?	PARENT	Posterior convexity of the vertebral bodies
Posterior occipitoatlantal hypermobility	Atlantoaxial instability	HP:0003467	Atlantoaxial instability	1	PARENT:HP:0046508	next:AUTRE Atlanto-occipital instability ?	AUTRE	Atlanto-occipital instability
Postural dyspraxia	Apraxia	HP:0002186	Apraxia	1	HP:0002533	next:AUTRE Abnormality of posture ?	AUTRE	Abnormality of posture
preaxial hemimelia of the limbs	Abnormality of limbs	HP:0040064	Abnormality of limbs	1	PARENT:HP:0040064	next:AUTRE Preaxial limb defect ?	AUTRE	Preaxial limb defect
preaxial involvement	Abnormality of limbs	HP:0040064	Abnormality of limbs	1	PARENT:HP:0040064	next:AUTRE Preaxial limb defect ?	AUTRE	Preaxial limb defect
Preaxial polysyndactyly	Polysyndactyly of hallux	HP:0005873	Polysyndactyly of hallux	1	HP:0100258+HP:0001159	next:AUTRE Preaxial polysyndactyly ?	AUTRE	Preaxial polysyndactyly
Preaxial polysyndactyly of the feet	Preaxial polydactyly of foot	HP:0001841	Preaxial foot polydactyly	1	HP:0001841+HP:0001159	next:AUTRE Preaxial polysyndactyly ?	AUTRE	Preaxial polysyndactyly
Preaxial polysyndactyly of the hand	Preaxial polydactyly	HP:0100258	Preaxial polydactyly	1	HP:0001177+HP:0001159	next:AUTRE Preaxial polysyndactyly ?	AUTRE	Preaxial polysyndactyly
preaxial triphalangeal polysyndactyly of the digits and toes	Triphalangeal thumb	HP:0001199	Triphalangeal thumb	1	HP:0100258+HP:0001159+HP:0001199	next:AUTRE Preaxial polysyndactyly ?	AUTRE	Preaxial polysyndactyly
preaxial triphalangeal polysyndactyly of the digits and toes	Polydactyly	HP:0010442	Polydactyly	1	HP:0100258+HP:0001159+HP:0001199	next:AUTRE Preaxial polysyndactyly ?	AUTRE	Preaxial polysyndactyly
Precocious calcification of hyoid and cricoid cartilage	Calcification of cartilage	HP:0100593	Calcification of cartilage	1	HP:0100593	next:AUTRE Premature ossification of hyoid bone ?	AUTRE	Premature ossification of hyoid bone
precocious calcification of the hyoid and cricoid cartilage	Calcification of cartilage	HP:0100593	Calcification of cartilage	1	HP:0100593	next:AUTRE Premature ossification of hyoid bone ?	AUTRE	Premature ossification of hyoid bone
Predisposition to tissue fragility	Fragile skin	HP:0001030	Fragile skin	1	NON	next:AUTRE Tissue fragility ?	AUTRE	Tissue fragility
Premature fusion of the growth plate of knees, ankles, and shoulders	Premature epiphyseal closure	HP:0005616	Accelerated skeletal maturation	1	HP:0010588	next:AUTRE Premature fusion of epiphyses ?	AUTRE	Premature fusion of epiphyses
Preterm labor	Premature birth	HP:0001622	Premature birth	1	HP:0001622	next:AUTRE Preterm labor ?	AUTRE	Preterm labor
Pretibial plaques	Erythematous plaque	HP:0025474	Erythematous plaque	1	NON	next:AUTRE Pretibial hemosiderin deposition ?	AUTRE	Pretibial hemosiderin deposition
Primary ovarian dysfunction	Primary ovarian insufficiency	HP:0008209	Premature ovarian insufficiency	1	HP:0008209	next:AUTRE Ovarian dysfunction ?	AUTRE	Ovarian dysfunction
primary ovarian sarcoma	Sarcoma	HP:0100242	Sarcoma	1	NON	next:AUTRE Ovarian sarcoma ?	AUTRE	Ovarian sarcoma
problems with learning	Specific learning disability	HP:0001328	Specific learning disability	1	HP:0001328	next:AUTRE Learning disability ?	AUTRE	Learning disability
Progressive Bone Loss in Clavicle	Clavicular hypoplasia	HP:0000894	Short clavicles	1	HP:0000905	next:AUTRE Hypoplasia of the clavicle ?	AUTRE	Hypoplasia of the clavicle
Progressive Bone Loss in Distal Phalanges	Phalangeal hypoplasia	HP:0009803	Short phalanx of finger	1	HP:0009839	next:AUTRE Hypoplasia of the distal phalanx of finger ?	AUTRE	Hypoplasia of the distal phalanx of finger
progressive dystrophic changes in the tibialis anterior muscle	Muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	PARENT:HP:0011805	next:AUTRE Skeletal muscle dystrophy ?	AUTRE	Skeletal muscle dystrophy
Progressive enlargement of the ascending aorta	Abnormal ascending aorta morphology	HP:0031784	Abnormal ascending aorta morphology	1	HP:0004970	next:AUTRE Dilated ascending aorta ?	AUTRE	Dilated ascending aorta
Progressive hyperostosis of the calvarium	Mandibular hyperostosis	HP:0004472	Mandibular hyperostosis	1	HP:0004490	next:AUTRE Hyperostosis of the calvarium ?	AUTRE	Hyperostosis of the calvarium
Progressive hyperostosis of the clavicles	Hyperostosis	HP:0100774	Hyperostosis	1	HP:0100923	next:AUTRE Hyperostosis of the clavicle ?	AUTRE	Hyperostosis of the clavicle
Progressive phalangeal acroosteolysis	Acroosteolysis	HP:0009771	Osteolytic defects of the phalanges of the hand	1	HP:0009839+HP:0010189	next:AUTRE Acro-osteolysis of the distal phalanges of the hand ?	AUTRE	Acro-osteolysis of the distal phalanges of the hand
Progressive renal disease	Abnormality of the kidney	HP:0000077	Abnormality of the kidney	1	HP:0000083	next:AUTRE Progressive renal insufficiency ?	AUTRE	Progressive renal insufficiency
Prolonged coagulation time	Prolonged prothrombin time	HP:0008151	Prolonged prothrombin time	1	HP:0008151	next:AUTRE Abnormal coagulation time ?	AUTRE	Abnormal coagulation time
prolonged QUc interval	Prolonged QTc interval	HP:0005184	Prolonged QTc interval	1	HP:0005184	next:AUTRE Prolonged QUc interval ?	AUTRE	Prolonged QUc interval
Prominence of muscle attachments	Abnormal skeletal muscle morphology	HP:0011805	Abnormal skeletal muscle morphology	1	NON	next:PARENT Enthesopathy ?	PARENT	Enthesopathy
Prominence of the interphalangeal joints and distal phalanges	Prominent interphalangeal joints	HP:0006237	Prominent interphalangeal joints	1	HP:0006237	next:PARENT Abnormality of the phalanges of the hand ?	PARENT	Abnormality of the phalanges of the hand
Prominence of the medial epicondyle	Abnormal medial epicondyle morphology	HP:6001435	Abnormal medial epicondyle morphology	1	PARENT:HP:6001435	next:PARENT Prominent medial epicondyle of the humerus ?	PARENT	Prominent medial epicondyle of the humerus
Prominent anterior crus of the antihelix	Abnormal ear morphology	HP:0031703	Abnormal ear morphology	1	HP:0000395	next:PARENT Prominent antihelix ?	PARENT	Prominent antihelix
Prominent buttocks and abdomen	Abnormal abdomen morphology	HP:0001438	Abnormal abdomen morphology	1	HP:0001538	next:PARENT Abnormality of the buttocks ?	PARENT	Abnormality of the buttocks
Prominent columella and nasal tip	Prominent nasal tip	HP:0005274	Prominent nasal tip	1	HP:0005274	next:PARENT Prominent columella ?	PARENT	Prominent columella
Prominent cupped ears with thick helices	Cupped ear	HP:0000378	Cupped ear	1	HP:0000378+HP:0000391+HP:0000411	next:PARENT Thick helix ?	PARENT	Thick helix
Prominent distal phalanges	Abnormal distal phalanx morphology of finger	HP:0009832	Abnormal distal phalanx morphology of finger	1	PARENT:HP:0009832	next:PARENT Prominent distal phalanx of finger ?	PARENT	Prominent distal phalanx of finger
prominent early sensory loss	Distal sensory impairment	HP:0002936	Distal sensory impairment	1	HP:0000763	next:PARENT Sensory neuropathy ?	PARENT	Sensory neuropathy
Prominent lip covering receding lower lip	Prominent lips	HP:0012471	Thick vermilion border	1	HP:0010803	next:AUTRE Protruding upper lip ?	AUTRE	Protruding upper lip
prominent odontoid process	Abnormal odontoid process morphology	HP:0003310	Abnormal odontoid process morphology	1	PARENT:HP:0003310	next:AUTRE Prominent odontoid process ?	AUTRE	Prominent odontoid process
Prominent trochanteric region of femora	Prominent lesser trochanter	HP:6000816	Prominent lesser trochanter	1	PARENT:HP:0002823	next:AUTRE Prominent greater trochanter ?	AUTRE	Prominent greater trochanter
Prominent, protuberant ears lacking cartilage	Prominent ears	HP:0000411	Protruding ear	1	HP:0000411+HP:3000022	next:AUTRE Soft ears ?	AUTRE	Soft ears
Prominent, slanting, low-positioned ears	Posteriorly rotated ears	HP:0000358	Posteriorly rotated ears	1	HP:0000411+HP:0000369+HP:0000358	next:AUTRE Abnormal ear morphology ?	AUTRE	Abnormal ear morphology
protein-rich and/or lipid-rich food preference	Pica	HP:0011856	Pica	1	NON	next:AUTRE Abnormal food preference ?	AUTRE	Abnormal food preference
Proximal dislocation of fibula	Joint dislocation	HP:0001373	Joint dislocation	1	PARENT:HP:0002991	next:AUTRE Proximal dislocation of the fibula ?	AUTRE	Proximal dislocation of the fibula
proximal leg and trunk muscle involvement	Proximal muscle weakness	HP:0003701	Proximal muscle weakness	1	HP:0008994+HP:0003327	next:AUTRE Proximal lower limb muscle weakness ?	AUTRE	Proximal lower limb muscle weakness
proximal phalanx of finger V rests on metacarpal	Abnormality of the phalanges of the hand	HP:0005918	Abnormal finger phalanx morphology	1	PARENT:HP:0004213	next:AUTRE Abnormality of the fifth finger ?	AUTRE	Abnormality of the fifth finger
Proximal truncation of tibia	Aplasia/Hypoplasia of the tibia	HP:0005772	Aplasia/Hypoplasia of the tibia	1	HP:0005772	next:AUTRE Proximal tibial hypoplasia ?	AUTRE	Proximal tibial hypoplasia
Proximal ulnar projection of the second metacarpal	Abnormal metacarpal morphology	HP:0005916	Abnormal metacarpal morphology	1	HP:0006179	next:AUTRE Abnormality of the second metacarpal bone ?	AUTRE	Abnormality of the second metacarpal bone
proximal ulnar projection of the second metacarpal	Proximal tapering of metacarpals	HP:0006119	Proximal tapering of metacarpals	1	HP:0006179	next:AUTRE Abnormality of the second metacarpal bone ?	AUTRE	Abnormality of the second metacarpal bone
Proximally elongated fifth metatarsal	Abnormality of the fifth metatarsal bone	HP:0008089	Abnormality of the fifth metatarsal bone	1	PARENT:HP:0008089	next:AUTRE Long fifth metatarsal bone ?	AUTRE	Long fifth metatarsal bone
proximally elongated fifth metatarsal in females	Abnormality of the fifth metatarsal bone	HP:0008089	Abnormality of the fifth metatarsal bone	1	PARENT:HP:0008089	next:AUTRE Long fifth metatarsal bone ?	AUTRE	Long fifth metatarsal bone
pseudo-Argyll-Robertson pupils	Abnormal pupil morphology	HP:0000615	Abnormal pupil morphology	1	HP:0007695	next:AUTRE Abnormality of pupillary light reflex ?	AUTRE	Abnormality of pupillary light reflex
psychomotor seizures	Seizure	HP:0001250	Seizure	1	HP:0002384	next:AUTRE Focal impaired awareness seizure ?	AUTRE	Focal impaired awareness seizure
puffy, swollen feet	Abnormal foot morphology	HP:0001760	Abnormal foot morphology	1	HP:0010741	next:AUTRE Edema of the feet ?	AUTRE	Edema of the feet
Pulmonary venous dilatation	Pulmonary vein dilatation	HP:0034389	Pulmonary vein varix	1	PARENT:HP:0030968	next:AUTRE Dilated pulmonary vein ?	AUTRE	Dilated pulmonary vein
Punctate calcifications in the carpal and tarsal regions	Epiphyseal stippling	HP:0010655	Epiphyseal stippling	1	HP:0004241+HP:0008131	next:AUTRE Stippled calcification in tarsal bones ?	AUTRE	Stippled calcification in tarsal bones
punctate calcifications involving the costochondral junctions	Abnormality of the costochondral junction	HP:0000919	Abnormality of the costochondral junction	1	HP:0006600	next:AUTRE Costochondral calcification ?	AUTRE	Costochondral calcification
punctate calcifications involving the hyoid bone	Abnormal hyoid bone morphology	HP:3000052	Abnormal hyoid bone morphology	1	PARENT:HP:3000052	next:AUTRE Hyoid bone calcification ?	AUTRE	Hyoid bone calcification
Punctate ossification centers of the facial bones	Abnormal bone ossification	HP:0011849	Abnormal bone ossification	1	PARENT:HP:0011821	next:AUTRE Abnormal facial bone ossification ?	AUTRE	Abnormal facial bone ossification
punctate skin lesions	Localized skin lesion	HP:0011355	Localized skin lesion	1	NON	next:AUTRE Punctate skin lesion ?	AUTRE	Punctate skin lesion
punctate soft-tissue calcifications	Epiphyseal stippling	HP:0010655	Epiphyseal stippling	1	HP:0010766	next:AUTRE Soft tissue calcification ?	AUTRE	Soft tissue calcification
Pyloric ring	Pyloric stenosis	HP:0002021	Pyloric stenosis	1	HP:0002021	next:AUTRE Abnormality of the pylorus ?	AUTRE	Abnormality of the pylorus
Radially tilted distal ulnae	Abnormal morphology of ulna	HP:0040071	Abnormal morphology of ulna	1	PARENT:HP:0040071	next:AUTRE Radial deviation of the distal ulna ?	AUTRE	Radial deviation of the distal ulna
Ram horn bowing of the clavicles	Undulate clavicles	HP:0010560	Undulate clavicles	1	PARENT:HP:0000889	next:AUTRE Bowing of the clavicle ?	AUTRE	Bowing of the clavicle
rapid fatiguing of effort	Fatigue	HP:0012378	Fatigue	1	HP:0003473	next:AUTRE Muscle fatigability ?	AUTRE	Muscle fatigability
rapid shallow breathing	Tachypnea	HP:0002789	Tachypnea	1	HP:0002789	next:AUTRE Tachypnea ?	AUTRE	Tachypnea
rapid weight gain	Obesity	HP:0001513	Obesity	1	HP:0004324	next:AUTRE Rapid weight gain ?	AUTRE	Rapid weight gain
Reabsorption of Anterior Ribs	Rib hypoplasia	HP:0000773	Short ribs	1	PARENT:HP:0000772	next:AUTRE Rib resorption ?	AUTRE	Rib resorption
Receding hairline	Abnormality of the frontal hairline	HP:0000599	Abnormality of the frontal hairline	1	HP:0000599	next:AUTRE Frontal alopecia ?	AUTRE	Frontal alopecia
receptive language impairment	Language impairment	HP:0002463	Language impairment	1	HP:0010863	next:AUTRE Impaired comprehension of language ?	AUTRE	Impaired comprehension of language
Recurrent digital fibromata	Fibroma	HP:0010614	Fibroma	1	HP:0025197	next:AUTRE Digital fibroma ?	AUTRE	Digital fibroma
Recurrent follicular cysts	Epidermal cyst	HP:0200040	Epidermoid cyst	1	NON	next:AUTRE Follicular cyst ?	AUTRE	Follicular cyst
Recurrent painful ulcers/abscesses, gastrointestinal	Gastrointestinal inflammation	HP:0004386	Gastrointestinal inflammation	1	HP:0034274	next:AUTRE Recurrent gastrointestinal ulcers ?	AUTRE	Recurrent gastrointestinal ulcers
Recurrent vomiting and gastroesophageal reflux disease	Gastroesophageal reflux disease	HP:0002020	Gastroesophageal reflux	1	HP:0002020+HP:0002013	next:AUTRE Recurrent vomiting ?	AUTRE	Recurrent vomiting
red cell macrocytosis	Macrocytic anemia	HP:0001972	Macrocytic anemia	1	HP:0005518	next:AUTRE Macrocytosis ?	AUTRE	Macrocytosis
reduced absolute numbers of CD4+ T cells	Decreased total T cell count	HP:0005403	Decreased total T cell count	1	HP:0005403	next:AUTRE Decreased CD4-positive T cell count ?	AUTRE	Decreased CD4-positive T cell count
Reduced apocrine sweat glands	Hypohidrosis	HP:0000966	Hypohidrosis	1	HP:0007500	next:AUTRE Abnormality of the apocrine sweat glands ?	AUTRE	Abnormality of the apocrine sweat glands
Reduced arm span and leg length	Short stature	HP:0004322	Short stature	1	HP:0012770	next:AUTRE Short arm span ?	AUTRE	Short arm span
reduced bowel motility	Abnormal gastrointestinal motility	HP:0030895	Abnormal gastrointestinal motility	1	PARENT:HP:0030895	next:AUTRE Decreased intestinal motility ?	AUTRE	Decreased intestinal motility
Reduced cone function	Abnormal light- and dark-adapted electroretinogram	HP:0008323	Abnormal light- and dark-adapted electroretinogram	1	HP:0008323	next:AUTRE Abnormality of the electroretinogram ?	AUTRE	Abnormality of the electroretinogram
Reduced forced expiratory volume	Reduced forced expiratory volume in one second	HP:0032342	Reduced forced expiratory volume in one second	1	HP:0032341	next:AUTRE Reduced forced vital capacity ?	AUTRE	Reduced forced vital capacity
reduced fractional shortening	Abnormal left ventricular ejection fraction	HP:0034314	Abnormal left ventricular ejection fraction	1	HP:0012664	next:AUTRE Decreased left ventricular ejection fraction ?	AUTRE	Decreased left ventricular ejection fraction
Reduced gingival attachments	Abnormality of the gingiva	HP:0000168	Abnormality of the gingiva	1	PARENT:HP:0000168	next:AUTRE Periodontitis ?	AUTRE	Periodontitis
Reduced joint spaces	Abnormal joint morphology	HP:0001367	Abnormal joint morphology	1	PARENT:HP:0001367	next:AUTRE Narrowed joint space ?	AUTRE	Narrowed joint space
reduced lung function	Restrictive ventilatory defect	HP:0002091	Restrictive ventilatory defect	1	PARENT:HP:0002795	next:AUTRE Abnormality of respiratory system ?	AUTRE	Abnormality of respiratory system
Reduced mtDNA content	Depletion of mitochondrial DNA in muscle tissue	HP:0009141	Depletion of mitochondrial DNA in muscle tissue	1	HP:0009141	next:AUTRE Decreased mitochondrial DNA copy number ?	AUTRE	Decreased mitochondrial DNA copy number
Reduced muscle and bone volumes	Osteopenia	HP:0000938	Osteopenia	1	HP:0009004	next:AUTRE Hypoplasia of the musculature ?	AUTRE	Hypoplasia of the musculature
reduced number of eyelashes	Blepharophimosis	HP:0000581	Blepharophimosis	1	HP:0000653	next:AUTRE Hypoplasia of the eyelashes ?	AUTRE	Hypoplasia of the eyelashes
reduced peak cough flow	Decreased peak expiratory flow	HP:0032355	Decreased peak expiratory flow	1	HP:0032355	next:AUTRE Decreased peak cough flow ?	AUTRE	Decreased peak cough flow
reduced peripheral skin temperature	Coldness	HP:0033850	Coldness	1	HP:0033850	next:AUTRE Hypothermia ?	AUTRE	Hypothermia
Reduced retinal nerve fiber layer	Abnormal retinal nerve fiber layer morphology	HP:0020119	Abnormal retinal nerve fiber layer morphology	1	HP:0020119	next:AUTRE Decreased retinal nerve fiber layer thickness ?	AUTRE	Decreased retinal nerve fiber layer thickness
reduced retinal pigment	Abnormal retinal pigmentation	HP:0007703	Abnormal retinal pigmentation	1	HP:0007894	next:AUTRE Hypopigmentation of the retina ?	AUTRE	Hypopigmentation of the retina
Reduced retinal pigment with visualization of choroidal blood vessels	Abnormal retinal pigmentation	HP:0007703	Abnormal retinal pigmentation	1	HP:0007894	next:AUTRE Hypopigmentation of the retina ?	AUTRE	Hypopigmentation of the retina
reduced retinal pigmentation	Abnormality of retinal pigmentation	HP:0007703	Abnormal retinal pigmentation	1	HP:0007894	next:AUTRE Hypopigmentation of the retina ?	AUTRE	Hypopigmentation of the retina
Reduced skin elasticity	Abnormal elasticity of skin	HP:0010647	Abnormal elasticity of skin	1	HP:0100679	next:AUTRE Decreased skin elasticity ?	AUTRE	Decreased skin elasticity
Reduced stereoscopic vision	Visual impairment	HP:0000505	Visual impairment	1	HP:0011514	next:AUTRE Abnormality of stereoscopic vision ?	AUTRE	Abnormality of stereoscopic vision
Reduced white matter of brain with gray mottling	Abnormal cerebral white matter morphology	HP:0002500	Abnormal cerebral white matter morphology	1	HP:0034295	next:AUTRE Reduced cerebral white matter volume ?	AUTRE	Reduced cerebral white matter volume
Reduction anomalies of the lower limbs	Abnormality of the lower limb	HP:0002814	Abnormality of the lower limb	1	HP:0006493	next:AUTRE Limb reduction defect ?	AUTRE	Limb reduction defect
Reduction anomalies of the upper limbs	Abnormality of the upper limb	HP:0002817	Abnormality of the upper limb	1	HP:0006496	next:AUTRE Limb reduction defect ?	AUTRE	Limb reduction defect
Reduction defects	Forearm reduction defects	HP:0006368	Forearm reduction defects	1	HP:0006368	next:AUTRE Limb reduction defect ?	AUTRE	Limb reduction defect
Reduction in trunk height	Short stature	HP:0004322	Short stature	1	HP:0010306	next:AUTRE Short trunk ?	AUTRE	Short trunk
reduction of the radius/ulna to a single bone	Radioulnar synostosis	HP:0002974	Radioulnar synostosis	1	HP:0002974	next:AUTRE Fusion of radius and ulna ?	AUTRE	Fusion of radius and ulna
Reduction of the thickness of the peripapillary retinal nerve fiber layer	Papilledema	HP:0001085	Papilledema	1	HP:0020119	next:AUTRE Abnormality of the retinal nerve fiber layer ?	AUTRE	Abnormality of the retinal nerve fiber layer
redundant skin fold posteriorly	Redundant skin	HP:0001582	Redundant skin	1	HP:0005989	next:AUTRE Nuchal fold ?	AUTRE	Nuchal fold
redundant, furrowed skin over the glabella	Redundant skin	HP:0001582	Redundant skin	1	NON	next:AUTRE Deep-set eyes ?	AUTRE	Deep-set eyes
Regarded ossification of the sacrum	Unossified sacrum	HP:0030290	Unossified sacrum	1	HP:0025371	next:AUTRE Delayed ossification of the sacrum ?	AUTRE	Delayed ossification of the sacrum
relatively large, fleshy hands	Large feet	HP:0001833	Long foot	1	HP:0001176	next:AUTRE Long hands ?	AUTRE	Long hands
Renal infarcts	Abnormal renal morphology	HP:0012210	Abnormal renal morphology	1	NON	next:AUTRE Renal infarction ?	AUTRE	Renal infarction
renal medullary carcinoma	Renal cell carcinoma	HP:0005584	Renal cell carcinoma	1	HP:0005584	next:AUTRE Renal medullary carcinoma ?	AUTRE	Renal medullary carcinoma
Repetitive hand movements	Midline hand movements	HP:5200009	Midline hand movements	1	HP:5200018	next:AUTRE Stereotypic hand movements ?	AUTRE	Stereotypic hand movements
repetitive, stereotypic hand movements	Motor stereotypy	HP:0000733	Motor stereotypy	1	HP:5200018	next:AUTRE Stereotypic hand movements ?	AUTRE	Stereotypic hand movements
Resistance to growth hormone–releasing hormone	Pseudohypoparathyroidism	HP:0000852	Pseudohypoparathyroidism	1	NON	next:AUTRE Resistance to growth hormone-releasing hormone ?	AUTRE	Resistance to growth hormone-releasing hormone
resistance to multiple hormones	Impaired sensitivity to thyroid hormone	HP:0002930	Impaired sensitivity to thyroid hormone	1	NON	next:AUTRE Multiple hormone resistance ?	AUTRE	Multiple hormone resistance
Resistance to parathormone	Pseudohypoparathyroidism	HP:0000852	Pseudohypoparathyroidism	1	HP:0000852	next:AUTRE Resistance to parathyroid hormone ?	AUTRE	Resistance to parathyroid hormone
Resistance to thyroid-stimulating hormone	Pseudohypoparathyroidism	HP:0000852	Pseudohypoparathyroidism	1	NON	next:AUTRE Resistance to thyroid stimulating hormone ?	AUTRE	Resistance to thyroid stimulating hormone
Resorption of alveolar process	Osteolysis	HP:0002797	Osteolysis	1	HP:0006308	next:AUTRE Osteolysis of the alveolar process ?	AUTRE	Osteolysis of the alveolar process
Resorption of the clavicular ends	Osteolysis	HP:0002797	Osteolysis	1	PARENT:HP:0000889	next:AUTRE Osteolysis of the clavicle ?	AUTRE	Osteolysis of the clavicle
Resorption of the mandibular condyles and rami	Osteolysis	HP:0002797	Osteolysis	1	PARENT:HP:0000277	next:AUTRE Osteolysis of the mandible ?	AUTRE	Osteolysis of the mandible
Resorption of the original cortex	Thin bony cortex	HP:0002753	Thin bony cortex	1	HP:0002753	next:AUTRE Cortical bone resorption ?	AUTRE	Cortical bone resorption
Resorption of the paraarticular region of the long bones	Subperiosteal bone resorption	HP:0003106	Subperiosteal bone resorption	1	HP:0003106	next:AUTRE Osteolysis of the long bones ?	AUTRE	Osteolysis of the long bones
retarded ossification of pubes, sacroiliac joints, and lower sacrum	Delayed skeletal maturation	HP:0002750	Delayed skeletal maturation	1	HP:0008788+HP:0025371	next:AUTRE Delayed ossification of the pelvis ?	AUTRE	Delayed ossification of the pelvis
retarded ossification of pubis and ischium	Delayed bone age	HP:0002750	Delayed skeletal maturation	1	HP:0008788+HP:6000654	next:AUTRE Delayed ossification of the pelvis ?	AUTRE	Delayed ossification of the pelvis
retarded ossification of short tubular bones	Delayed skeletal maturation	HP:0002750	Delayed skeletal maturation	1	HP:0004052	next:AUTRE Delayed ossification of the phalanges of the hand ?	AUTRE	Delayed ossification of the phalanges of the hand
