id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.MEM-INF-007	AMSTERDAM	Déciduite chronique à plasmocytes	synonyme		oui		Khong 2016, lésions inflammatoires chroniques — déciduite chronique à plasmocytes	Terme dupliqué dans le vocabulaire (deux entrées « Déciduite chronique ») et facette site = décidue basale incohérente avec le compartiment membranes déclaré.	Déciduite chronique
FOETO:PP.MEM-INF-008	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR), grade 1	stade	MIR grade 1	non_standard	MIR grade 1 (inflammation aiguë légère à modérée)	Khong 2016, infection amniotique — grade de la MIR	Libellé purement gradué, sans lésion ni siège : un grade MIR n'a de sens qu'adossé à un stade (1-3), il ne peut constituer un terme autonome.	MIR Grade 1
FOETO:PP.MEM-INF-009	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR), grade 2 (sévère)	critere	MIR grade 1	erreur	Abcès décidual (inflammation aiguë sévère — MIR grade 2)	Khong 2016, infection amniotique — grade 2 : polynucléaires confluents, microabcès	Rattachement de grade faux : la formation d'abcès/microabcès définit le grade 2 (sévère) et non le grade 1 ; libellé composite mêlant une lésion élémentaire et une étiquette de grade erronée. Doublonne avec « Abcès décidual ».	MIR Grade 1 — Abcès décidual
FOETO:PP.PLA-INF-006	AMSTERDAM	Chorioamnionite chronique	synonyme		oui		Khong 2016, lésions inflammatoires chroniques		Chorioamnionite chronique
FOETO:PP.PLA-INF-007	AMSTERDAM	AI — réponse inflammatoire maternelle (MIR)	synonyme		obsolete	Chorioamnionite aiguë	Khong 2016, infection amniotique — orthographe retenue « chorioamnionite »	Orthographe déviante « chorioamniotite » ; doublon du terme « Chorioamnionite aiguë » présent ailleurs dans le vocabulaire.	Chorioamniotite aiguë
FOETO:PP.PLA-NOR-148	BENIRSCHKE	Anatomie villositaire normale — péricytes péri-capillaires	structure		non_standard	Péricytes péri-capillaires villositaires (MSA+)	Benirschke, Burton & Baergen, Pathology of the Human Placenta — vascularisation villositaire	Libellé composite mêlant un marqueur immunohistochimique et un contexte de prolifération vasculaire ; statut normal/lésionnel non tranché.	Péricytes MSA-positifs autour des vaisseaux villositaires proliférants
FOETO:PP.PLA-NOR-149	VOGEL	Biométrie placentaire — rapport poids placentaire/poids fœtal	structure		non_standard	Rapport poids placentaire / poids fœtal (F/P ratio)	Vogel, Clinical Pathology of the Placenta — corrélations biométriques	Paramètre biométrique quantitatif, non factorisable en lésion/site ; ne relève pas du même axe que les autres termes.	Rapport poids placentaire / poids fœtal
FOETO:PP.PLA-NOR-150	BENIRSCHKE	Anatomie normale du cordon — reliquats embryonnaires (canal allantoïque)	structure		oui		Benirschke, Burton & Baergen — umbilical cord remnants		Reliquat allantoïdien dans le cordon ombilical
FOETO:PP.PLA-NOR-151	BENIRSCHKE	Anatomie normale — reliquat de vésicule vitelline sous-amniotique	structure		oui		Benirschke, Burton & Baergen — yolk sac remnant		Reliquat de vésicule vitelline sous l'amnios
FOETO:PP.PLA-NOR-152	BENIRSCHKE	Anatomie normale — reliquat du canal omphalo-mésentérique	structure		oui		Benirschke, Burton & Baergen — omphalomesenteric duct remnant		Reliquat du canal omphalo-mésentérique (membranes)
FOETO:PP.PLA-NOR-153	BENIRSCHKE	Anatomie normale — reliquat du canal omphalo-mésentérique	structure		oui		Benirschke, Burton & Baergen — omphalomesenteric duct remnant		Reliquat du canal vitellin (duct omphalo-mésentérique) dans le cordon
FOETO:PP.PLA-NOR-154	BENIRSCHKE	Anatomie normale — reliquat de vésicule vitelline	structure		oui		Benirschke, Burton & Baergen — yolk sac remnant	Le qualifieur « gémellaire » n'ajoute rien au contenu : doublon contextuel de « Remnant du sac vitellin ».	Reliquat du sac vitellin (placenta gémellaire)
FOETO:PP.PLA-NOR-155	BENIRSCHKE	Anatomie normale du cordon — vaisseaux vitellins résiduels	structure		oui		Benirschke, Burton & Baergen — vitelline vessel remnants		Reliquat vasculaire vitellin dans le cordon ombilical
FOETO:PP.PLA-NOR-156	BENIRSCHKE	Anatomie normale — reliquat de vésicule vitelline	structure		non_standard	Reliquat de vésicule vitelline	Benirschke, Burton & Baergen — yolk sac remnant	Anglicisme « remnant » ; doublon de PP.PLA-NOR-151/154.	Remnant du sac vitellin
FOETO:PP.PLA-NOR-157	VOGEL	Remodelage physiologique des artères spiralées	structure		non_standard	Remodelage physiologique des artères spiralées	Vogel, Clinical Pathology of the Placenta — maturation utéro-placentaire	Libellé composite associant le remodelage artériel et la « maturation de la plaque basale » ; doublon de PP.PLA-NOR-158.	Remodelage des artères spiralées — maturation de la plaque basale
FOETO:PP.PLA-NOR-158	VOGEL	Remodelage physiologique des artères spiralées	structure		oui		Vogel, Clinical Pathology of the Placenta — maturation utéro-placentaire ; cf. Khong 2016 (défaut de remodelage = MVM)		Remodelage physiologique des artères spiralées
FOETO:PP.PLA-NOR-159	BENIRSCHKE	Anatomie normale du cordon — revêtement amniotique	structure		oui		Benirschke, Burton & Baergen — umbilical cord anatomy		Revêtement épithélial amniotique du cordon ombilical
FOETO:PP.PLA-NOR-160	BENIRSCHKE	Renouvellement/réparation du syncytiotrophoblaste	structure		non_standard	Régénération du syncytiotrophoblaste (réparation trophoblastique)	Benirschke, Burton & Baergen — trophoblast turnover and repair	Processus réparateur physiologique classé en « element » lésionnel ; siège villositaire non précisé.	Régénération du syncytiotrophoblaste
FOETO:PP.PLA-NOR-131	VOGEL	Maturation villositaire — couche cytotrophoblastique (Langhans) selon l'âge gestationnel	structure		oui		Vogel, Clinical Pathology of the Placenta — maturation villositaire normale ; Benirschke/Kaufmann, couche de Langhans	Libellé ambigu : « persistance » suggère une anomalie alors que le terme est classé en maturation ; sans référence à l'âge gestationnel il ne discrimine pas le normal du retard de maturation.	Persistance de la couche cytotrophoblastique (couche de Langhans)
FOETO:PP.PLA-NOR-132	GEMELLAIRE	Chorionicité — grossesse bichorionique biamniotique	structure		oui		Lewi/Khalil, détermination de la chorionicité et de l'amnionicité		Placenta bichorionique biamniotique
FOETO:PP.PLA-NOR-073	VOGEL	Dépôt de fibrine périvillositaire physiologique selon l'âge gestationnel	structure		oui		Vogel, Atlas der morphologischen Plazentadiagnostik — fibrine périvilleuse selon l'âge gestationnel	Paramètre quantitatif sans seuil : la frontière avec le dépôt massif de fibrinoïde périvillositaire (MPFD, Amsterdam) n'est pas définie par le libellé.	Fibrine périvilleuse — dépôt selon l'âge gestationnel
FOETO:PP.PLA-NOR-074	VOGEL	Fibrine sous-choriale (strie de Langhans) — épaisseur selon l'âge gestationnel	structure		oui		Vogel, Atlas der morphologischen Plazentadiagnostik ; Benirschke, subchorionic (Langhans) fibrin	Paramètre quantitatif normal sans seuil énoncé ; doublon partiel avec « Strie fibrinoïde de Langhans » et « Dépôt de fibrine sous-choriale ».	Fibrine sous-choriale (fibrine de Langhans) — épaisseur selon l'âge gestationnel
FOETO:PP.PLA-NOR-075	BENIRSCHKE	Anatomie normale de la plaque basale — fibrinoïde de Nitabuch	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — basal plate, Nitabuch's fibrin	Doublon avec le terme composite « Fibrine de Rohr et fibrine de Nitabuch ».	Fibrinoïde de Nitabuch
FOETO:PP.PLA-NOR-076	BENIRSCHKE	Anatomie normale de la plaque basale — fibrinoïde de Rohr	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — Rohr's stria	Doublon avec le terme composite « Fibrine de Rohr et fibrine de Nitabuch ».	Fibrinoïde de Rohr
FOETO:PP.PLA-NOR-077	BENIRSCHKE	Fibrinoïde placentaire — type fibrine (classification de Kaufmann)	structure		oui		Benirschke/Kaufmann, Pathology of the Human Placenta — fibrin-type fibrinoid	Terme de biologie matricielle sans siège précisé ni valeur diagnostique propre ; granularité ultrastructurale décalée du reste du vocabulaire.	Fibrinoïde de type fibrine
FOETO:PP.PLA-NOR-078	BENIRSCHKE	Fibrinoïde placentaire — type matriciel (classification de Kaufmann)	structure		oui		Benirschke/Kaufmann, Pathology of the Human Placenta — matrix-type fibrinoid	Terme de biologie matricielle sans siège précisé ni valeur diagnostique propre ; granularité décalée du reste du vocabulaire.	Fibrinoïde de type matriciel
FOETO:PP.PLA-NOR-079	AMSTERDAM	MPFD — dépôt massif de fibrinoïde périvillositaire	manifestation		non_standard	Dépôt de fibrinoïde périvillositaire	Khong 2016, massive perivillous fibrinoid deposition	Libellé non quantifié : ne distingue pas le fibrinoïde périvillositaire physiologique du dépôt massif définissant le MPFD ; doublonne avec « Dépôt périvillositaire de fibrinoïde » et « Fibrine périvillositaire augmentée ».	Fibrinoïde périvillositaire
FOETO:PP.PLA-NOR-080	VOGEL	Maturation villositaire normale — fibrose stromale progressive des villosités	structure		oui		Vogel, Clinical Pathology of the Placenta — maturation villositaire ; Benirschke, stromal fibrosis of stem villi	Doublon partiel avec « Fibrose stromale villositaire » et « Fibrose stromale des villosités souches », qui sont eux codés comme lésions.	Fibrose stromale villositaire progressive
FOETO:PP.PLA-NOR-081	BENIRSCHKE	Anatomie normale — forme discoïde du placenta	structure		oui		Benirschke, Burton & Baergen — placental shape, normal discoid placenta		Forme placentaire normale (discoïde)
FOETO:PP.PLA-NOR-082	GEMELLAIRE	Chorionicité — placentas bichorioniques fusionnés	structure		oui		Lewi/Khalil, chorionicité ; Benirschke, fused dichorionic twin placentas		Fusion choriale (placentas gémellaires bichorioniques fusionnés)
FOETO:PP.PLA-NOR-083	BENIRSCHKE	Anatomie normale du cordon — gelée de Wharton	structure		non_standard	Gelée de Wharton normale	Benirschke, Burton & Baergen — umbilical cord, Wharton's jelly	Le qualifieur « aspect histologique » n'apporte aucune information et crée un doublon avec « Gelée de Wharton — aspect normal » et « Gelée de Wharton normale ».	Gelée de Wharton — aspect histologique
FOETO:PP.PLA-NOR-084	BENIRSCHKE	Anatomie normale du cordon — gelée de Wharton	structure		non_standard	Gelée de Wharton normale	Benirschke, Burton & Baergen — umbilical cord, Wharton's jelly	Triplon avec « Gelée de Wharton — aspect histologique » et « Gelée de Wharton normale » : un seul libellé doit être retenu.	Gelée de Wharton — aspect normal
FOETO:PP.PLA-NOR-085	AMSTERDAM	MVM — artériopathie déciduale	manifestation		non_standard	Hypertrophie pariétale des artérioles déciduales des membranes	Khong 2016, MVM — mural hypertrophy of decidual (membrane) arterioles	Orthographe fautive (« déciduals ») ; doublon avec « Hypertrophie murale des artérioles décidales ». Terme classé en NOR alors qu'il s'agit d'une lésion d'artériopathie déciduale.	Hypertrophie pariétale des vaisseaux déciduals membranaires
FOETO:PP.PLA-NOR-011	BENIRSCHKE	Anatomie normale — lit placentaire / artère utéro-placentaire (spiralée)	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — anatomie du lit placentaire		Artère utéroplacentaire (artère spiralée)
FOETO:PP.PLA-NOR-012	VOGEL	Anatomie villositaire normale — arbre villositaire (villosités souches et leurs artères)	structure		oui		Vogel M., Atlas der morphologischen Plazentadiagnostik — architecture villositaire normale		Artères des villosités souches
FOETO:PP.PAR-VAS-028	AMSTERDAM	MVM — hématome rétroplacentaire (abruptio placentae)	stade	stade 1	non_standard	Hémorragie récente de la plaque basale, focale (abruptio placentae, forme limitée)	Khong 2016, MVM — hématome rétroplacentaire / abruption	Amsterdam ne définit aucune stadification histologique de l'abruptio ; le stade 1/2 est une gradation locale non validée.	Abruptio placentae — stade 1 (plaque basale)
FOETO:PP.PAR-VAS-029	AMSTERDAM	MVM — hématome rétroplacentaire (abruptio placentae)	stade	stade 2	non_standard	Hémorragie récente en larges lames décollant la plaque basale (abruptio placentae, forme étendue)	Khong 2016, MVM — hématome rétroplacentaire / abruption	Stadification non définie par Amsterdam ; libellé mêlant l'aspect macroscopique du décollement et le constat histologique de la plaque basale.	Abruptio placentae — stade 2 (plaque basale)
FOETO:PP.VDI-NOR-000	VOGEL	Maturation villositaire normale — villosités distales (intermédiaires matures et terminales)	structure		oui		Vogel M., Clinical Pathology of the Placenta — maturation villositaire normale		Villosité distale normale
FOETO:PP.VIL-NOR-000	VOGEL	Maturation villositaire normale — arbre villositaire adapté à l'âge gestationnel	structure		oui		Vogel M., Clinical Pathology of the Placenta — maturation villositaire normale	Terme générique englobant les autres items « villosité … normale » : granularité incohérente avec le reste du vocabulaire.	Villosités normales
FOETO:PP.VIN-NOR-000	VOGEL	Maturation villositaire normale — villosités intermédiaires (immatures/matures)	structure		oui		Vogel M., Clinical Pathology of the Placenta — maturation villositaire normale	Ne précise pas s'il s'agit des villosités intermédiaires immatures ou matures, dont la signification selon l'âge gestationnel diffère.	Villosité intermédiaire normale
FOETO:PP.VSO-NOR-000	VOGEL	Anatomie villositaire normale — villosité souche	structure		oui		Vogel M., Atlas der morphologischen Plazentadiagnostik — villosités souches normales		Villosité souche normale
FOETO:PP.PLA-CLA-001	AMSTERDAM	MVM — agglutination villositaire	critere		non_standard	Agglutination villositaire	Khong 2016, MVM — lésions villositaires (villous agglutination)	Libellé composite : associe la lésion (agglutination) et une seconde lésion codée par ailleurs (dépôt fibrinoïde périvillositaire).	Agglutination villositaire par fibrinoïde périvillositaire
FOETO:PP.PLA-CLA-002	HORS_REFERENTIEL		hors		non_standard			Constat ultrastructural (MET/MEB) des microvillosités syncytiales, sans valeur diagnostique codifiée en microscopie optique par aucun référentiel.	Distorsion/perte des microvillosités syncytiales
FOETO:PP.PLA-CLA-003	HORS_REFERENTIEL		hors		non_standard	Nécrose syncytiale focale		Terme descriptif fourre-tout : recouvre autolyse post-mortem, ischémie et dénudation trophoblastique, sans entité définie.	Dégénérescence syncytiale
FOETO:PP.PLA-CLA-004	AMSTERDAM	FVM — malperfusion vasculaire fœtale (villosités avasculaires / sclérose post-obstructive)	manifestation		oui		Khong 2016, FVM — lésions segmentaires	Ambigu : la fibrose stromale des villosités souches est un caractère physiologique ; elle n'est lésionnelle qu'associée à l'oblitération vasculaire.	Fibrose stromale des villosités souches
FOETO:PP.PLA-CLA-005	AMSTERDAM	FVM — malperfusion vasculaire fœtale (villosités avasculaires)	manifestation		oui		Khong 2016, FVM — villosités avasculaires	Terme non spécifique : partagé entre FVM, macération post-mortem et fibrose de maturation.	Fibrose stromale villositaire
FOETO:PP.PLA-CLA-006	AMSTERDAM	FVM — caryorrhexie stromale-vasculaire villositaire	critere		non_standard	Caryorrhexie stromale-vasculaire villositaire	Khong 2016, FVM — stromal-vascular karyorrhexis	Graphie anglicisée « karyorrhexie » ; forme française retenue : caryorrhexie.	Karyorrhexie stromale-vasculaire des villosités
FOETO:PP.PLA-CLA-007	HORS_REFERENTIEL		hors		non_standard			Lésion iatrogène post-procédure (ponction/cordocentèse) : aucun référentiel ne code les lésions liées aux gestes invasifs ; libellé mêlant lésion et circonstance étiologique.	Lésion vasculaire de la surface chorionique après traumatisme par aiguille
FOETO:PP.COR-INF-006	AMSTERDAM	AI — réponse inflammatoire fœtale (FIR)	synonyme		obsolete	Funisite aiguë	Khong 2016, infection amniotique — réponse fœtale (FIR) ; orthographe retenue « funisite »	Le libellé accole la lésion et le pattern (FIR) ; « funiculite » n'est pas la forme retenue par Amsterdam (« funisite »).	Funiculite aiguë (réponse fœtale à l'infection)
FOETO:PP.COR-INF-007	AMSTERDAM	AI — réponse inflammatoire fœtale (FIR) stade 2	critere		oui		Khong 2016, FIR stade 2 (vascularite ombilicale avec atteinte artérielle)		Vascularite ombilicale
FOETO:PP.PLA-MET-027	BENIRSCHKE	Maladies de surcharge lysosomale — vacuolisation placentaire	manifestation		oui		Benirschke, Burton & Baergen, storage disorders of the placenta		Vacuolisation du cytotrophoblaste extravilleux
FOETO:PP.PLA-MET-028	BENIRSCHKE	Maladies de surcharge lysosomale — vacuolisation placentaire	manifestation		oui		Benirschke, Burton & Baergen, storage disorders of the placenta		Vacuolisation du stroma villositaire
FOETO:PP.PLA-MET-029	VOGEL	Corrélation clinico-pathologique — diabète maternel	manifestation		non_standard	Épaississement de l'épithélium amniotique	Vogel, Clinical Pathology of the Placenta — placenta et diabète maternel	Le libellé mêle la lésion élémentaire et son contexte clinique ; le contexte doit être un axe séparé.	Épaississement de l'épithélium amniotique (diabète maternel)
FOETO:PP.PLA-NOR-001	BENIRSCHKE	Môle hydatiforme partielle — pseudo-inclusions trophoblastiques	critere		non_standard	Pseudo-inclusion trophoblastique	Benirschke, Burton & Baergen, gestational trophoblastic disease (môle partielle)	Énoncé négatif (constat d'absence) et doublon de l'élément positif « Pseudo-inclusion trophoblastique » déjà présent.	Absence de pseudo-inclusions trophoblastiques
FOETO:PP.PLA-NOR-002	VOGEL	Trouble de maturation villositaire — retard de maturation	manifestation		non_standard	Amas syncytiaux au contact des capillaires ; Épaississement de la membrane basale trophoblastique (deux éléments distincts)	Vogel, Atlas der morphologischen Plazentadiagnostik — troubles de maturation villositaire	Libellé composite associant deux lésions élémentaires distinctes (amas syncytiaux, épaississement de la membrane basale).	Amas syncytiaux recouvrant les capillaires avec épaississement de la membrane basale
FOETO:PP.PLA-NOR-003	BENIRSCHKE	Anatomie normale — amnios	structure		oui		Benirschke, Burton & Baergen, anatomie des membranes (amnios)		Amnion — épithélium pavimenteux à cubique simple
FOETO:PP.PLA-NOR-004	BENIRSCHKE	Anatomie normale — anneau de fermeture sous-chorial (marge placentaire)	structure		oui		Benirschke, Burton & Baergen, anatomie de la marge placentaire (closing ring)		Anneau sous-chorial de fermeture
FOETO:PP.PLA-NOR-005	BENIRSCHKE	Renouvellement trophoblastique physiologique (apoptose du cytotrophoblaste)	structure		oui		Benirschke, Burton & Baergen, trophoblast turnover et apoptose		Apoptose du cytotrophoblaste
FOETO:PP.PLA-NOR-006	BENIRSCHKE	Anatomie normale — architecture placentaire	structure		non_standard	Architecture placentaire normale	Benirschke, Burton & Baergen, anatomie macroscopique du placenta	Libellé fourre-tout, granularité incohérente avec le reste du vocabulaire (ne désigne aucun repère précis).	Architecture générale du placenta
FOETO:PP.PLA-NOR-007	BENIRSCHKE	Anatomie normale — lobule / cotylédon de l'arbre villositaire	structure		oui		Benirschke, Burton & Baergen, architecture lobulaire de l'arbre villositaire		Architecture lobulaire de l'arbre villositaire
FOETO:PP.PLA-NOR-008	BENIRSCHKE	Anatomie normale — arbre villositaire	structure		non_standard	Arbre villositaire (architecture normale)	Benirschke, Burton & Baergen, anatomie de l'arbre villositaire	Libellé générique redondant avec « Architecture lobulaire de l'arbre villositaire » et « Parenchyme villeux — architecture générale ».	Architecture villositaire placentaire
FOETO:PP.PLA-NOR-009	AMSTERDAM	Anomalie du cordon — artère ombilicale unique	synonyme		non_standard	Artère ombilicale unique	Khong 2016, anomalies du cordon ombilical (artère ombilicale unique)	Doublon de « Artère ombilicale unique » ; le qualificatif « isolée » relève du contexte clinique (absence de malformation associée), pas de l'observation placentaire.	Artère ombilicale unique isolée
FOETO:PP.PLA-NOR-010	BENIRSCHKE	Anatomie normale — artère ombilicale	structure		oui		Benirschke, Burton & Baergen, anatomie des vaisseaux ombilicaux		Artère ombilicale — double couche musculaire lisse
FOETO:PP.PLA-NOR-206	BENIRSCHKE	Anatomie villositaire normale — villosité souche (stem villus)	structure		non_standard	Villosité souche	Benirschke, Burton & Baergen, Pathology of the Human Placenta — villous architecture (stem villi)	Le suffixe « aspect histologique » est purement descriptif et ne porte aucun contenu factorisable ; doublon de « Villosités souches (villi souches) ».	Villosités souches — aspect histologique
FOETO:PP.PLA-NOR-207	VOGEL	Maturation villositaire normale — villosités terminales	structure		oui		Vogel, Clinical Pathology of the Placenta — maturation villositaire normale (villosités terminales)		Villosités terminales
FOETO:PP.PBA-VAS-001	AMSTERDAM	MVM — artériopathie déciduale	synonyme		oui		Khong 2016, MVM — decidual arteriopathy		Artériopathie déciduale de la plaque basale
FOETO:PP.PBA-VAS-002	AMSTERDAM	MVM — artériopathie déciduale (athérose aiguë)	critere		oui		Khong 2016, MVM — acute atherosis / mural fibrinoid necrosis		Nécrose fibrinoïde de la paroi artérielle déciduale
FOETO:PP.PBA-VAS-003	AMSTERDAM	MVM — hématome rétroplacentaire	critere		oui		Khong 2016, MVM — gross findings (retroplacental hematoma)	Lésion macroscopique rattachée à un compartiment histologique (plaque basale) : axe macroscopie/microscopie mêlé.	Hématome rétroplacentaire basal
FOETO:PP.PCH-INF-001	AMSTERDAM	MIR stade 1 — chorionite / subchorionite aiguë	synonyme	MIR stade 1	oui		Khong 2016, acute ascending infection — maternal inflammatory response stage 1		Chorionite subchoriale aiguë
FOETO:PP.PCH-INF-002	AMSTERDAM	MIR stade 2 — chorioamnionite aiguë	synonyme	MIR stade 2	non_standard	Chorioamnionite aiguë (MIR stade 2)	Khong 2016, acute ascending infection — MIR stage 2	Orthographe « chorioamniotite » non retenue ; restreindre la chorioamnionite à la plaque choriale est contradictoire puisqu'elle exige l'atteinte de l'amnios — mélange entité et siège.	Chorioamniotite aiguë de la plaque choriale
FOETO:PP.PCH-MET-001	BENIRSCHKE	Fibrine sous-choriale (strie fibrinoïde de Langhans) — constituant normal	structure		oui		Benirschke, Burton & Baergen — subchorionic (Langhans) fibrin	Classé comme élément lésionnel alors que le dépôt fibrinoïde sous-chorial est un constituant physiologique dont seule l'épaisseur excessive est significative.	Dépôts de fibrinoïde sous-choriaux
FOETO:PP.PCH-NOR-000	BENIRSCHKE	Anatomie normale — plaque choriale	structure		oui		Benirschke, Burton & Baergen — chorionic plate (normal anatomy)		Plaque choriale normale
FOETO:PP.PCH-NOR-001	BENIRSCHKE	Anatomie normale — vaisseaux de la plaque choriale (coussinets intimaux myxoïdes)	structure		oui		Benirschke, Burton & Baergen — intimal myxoid cushions of chorionic vessels	Terme dupliqué dans le vocabulaire avec un niveau différent (structure vs element) : granularité incohérente.	Coussinets myxoïdes intimaux des vaisseaux de la plaque choriale
FOETO:PP.PCH-VAS-001	AMSTERDAM	FVM — thrombus de la plaque choriale	critere		oui		Khong 2016, FVM — chorionic plate vessel thrombus		Thrombus de la plaque choriale
FOETO:PP.PCH-VAS-002	AMSTERDAM	FVM globale — ectasie vasculaire	manifestation		non_standard	FVM — ectasie vasculaire d'un vaisseau de la plaque choriale	Khong 2016, FVM — global/partial obstruction (vascular ectasia)	Libellé composite associant deux altérations distinctes (épaississement pariétal et ectasie luminale) dans un seul terme.	Vaisseau de la plaque choriale à paroi épaisse et ectasique
FOETO:PP.PCH-VAS-003	BENIRSCHKE	Thrombohématome sous-chorial massif (môle de Breus)	synonyme		oui		Benirschke, Burton & Baergen — massive subchorionic thrombohematoma (Breus' mole)	Doublon fonctionnel avec « Thrombohématome sous-chorial » du vocabulaire.	Thrombose sous-choriale massive (môle de Breus)
FOETO:PP.PCH-VAS-004	BENIRSCHKE	Vaisseaux de la plaque choriale — variation d'épaisseur pariétale (asymétrie murale)	structure		non_standard	Asymétrie pariétale des vaisseaux de la plaque choriale (variante)	Benirschke, Burton & Baergen — chorionic plate vessels, asymmetric mural muscularization	Doublon de « Asymétrie de l'épaisseur pariétale des vaisseaux chorioniques de surface » ; signification lésionnelle non établie dans la littérature.	Asymétrie de la paroi des vaisseaux de la plaque choriale
FOETO:PP.VAC-INF-001	AMSTERDAM	FIR stade 1 — vascularite choriale / phlébite ombilicale	critere	FIR stade 1	non_standard	Vascularite des vaisseaux de la plaque choriale (FIR stade 1)	Khong 2016, acute ascending infection — fetal inflammatory response stage 1	Terminologie « allanto-chorial » ancienne et stade intégré au libellé alors qu'il relève d'une facette de gradation.	Vascularite des vaisseaux allanto-choriaux (réponse fœtale stade 1)
FOETO:PP.PLA-VAS-049	AMSTERDAM	FVM — thrombus des vaisseaux fœtaux (plaque choriale / villosités tronculaires)	critere		oui		Khong 2016, FVM — fetal vascular malperfusion (thrombi of chorionic plate/stem villous vessels)		Thrombus organisé dans les vaisseaux fœtaux placentaires
FOETO:PP.PLA-VAS-050	AMSTERDAM	FVM — thrombus de la plaque choriale	critere		non_standard	Thrombus organisé d'un vaisseau de la plaque choriale	Khong 2016, FVM — chorionic plate vessel thrombus	Orthographe fautive (« chorioniaque ») et qualifieur de stade discordant FR/EN (organisé vs organizing) ; doublon de « Thrombus de la plaque choriale ».	Thrombus organisé dans un vaisseau chorioniaque
FOETO:PP.PAR-RET-007	BENIRSCHKE	Œdème villositaire (villous edema)	synonyme		oui		Benirschke, Burton & Baergen, villous edema		Œdème villositaire
FOETO:PP.PAR-TUM-001	BENIRSCHKE	Placentomégalie à villosités hydropiques (hydrops placentaire / môle partielle / dysplasie mésenchymateuse)	manifestation		non_standard	Villosités hydropiques (placenta hypertrophique)	Benirschke, Burton & Baergen, hydropic villi / placentomegaly	Libellé composite mêlant une donnée macroscopique (placentomégalie) et une lésion villositaire microscopique, sans étiologie précisée.	Placentomégalie avec villosités hydriques
FOETO:PP.PAR-TUM-002	AMSTERDAM	Érythroblastes circulants augmentés	synonyme		oui		Khong 2016, increased circulating nucleated red blood cells	Doublon fonctionnel avec « Augmentation des érythroblastes intravasculaires » et « Hématies nucléées dans les vaisseaux villositaires ».	Érythroblastes fœtaux en excès dans la circulation placentaire
FOETO:PP.PAR-VAS-001	AMSTERDAM	MVM — artériopathie déciduale	synonyme		oui		Khong 2016, MVM — decidual arteriopathy		Artériopathie déciduale
FOETO:PP.PAR-VAS-002	AMSTERDAM	Chorangiose	synonyme		oui		Khong 2016, chorangiosis (≥10 capillaires / ≥10 villosités / ≥10 champs x10)		Chorangiose
FOETO:PP.PAR-VAS-003	AMSTERDAM	MPFD / MFI — dépôt massif de fibrinoïde périvillositaire	synonyme		oui		Khong 2016, massive perivillous fibrin deposition / maternal floor infarction	Libellé qui fusionne deux dénominations (MPFD et infarctus du plancher maternel) déjà présentes séparément dans le vocabulaire.	Dépôts fibrinoïdes périvillositaires massifs (NIDF / maternal floor infarction)
FOETO:PP.PAR-VAS-004	AMSTERDAM	FVM — malperfusion vasculaire fœtale (caryorrhexie vasculo-stromale villositaire)	critere		obsolete	Caryorrhexie vasculo-stromale villositaire (FVM)	Khong 2016, FVM remplace « endovasculite hémorragique » et « vasculopathie thrombotique fœtale »	Deux termes obsolètes cumulés (endovasculite hémorragique, VTF) et qualifieur de stade discordant FR/EN (précoce vs intermediate).	Endovasculite hémorragique (VTF stade précoce)
FOETO:PP.PAR-VAS-005	AMSTERDAM	FVM haut grade	critere	FVM haut grade	oui		Khong 2016, FVM high grade (≥2 thrombi de vaisseaux de la plaque choriale ou tronculaires)		FVM High grade — Thrombose gros vaisseaux
FOETO:PP.PAR-VAS-006	AMSTERDAM	FVM bas grade	critere	FVM bas grade	oui		Khong 2016, FVM low grade (<45 villosités avasculaires en moyenne sur 3 coupes)	Qualifieurs focal et multifocal cumulés dans le même libellé.	FVM Low grade — Villosités avasculaires focales
FOETO:PP.PAR-VAS-007	AMSTERDAM	MPFD / MFI — dépôt de fibrinoïde périvillositaire	manifestation		oui		Khong 2016, increased perivillous fibrin(oid) deposition	Doublon avec « Fibrinoïde périvillositaire » et « Dépôt périvillositaire de fibrinoïde » ; seuil de « augmenté » non défini.	Fibrine périvillositaire augmentée
FOETO:PP.PAR-VAS-008	AMSTERDAM	Chorangiose	synonyme		oui		Khong 2016, chorangiosis	Doublon strict de « Chorangiose ».	Hypercapillarisation des villosités terminales (chorangiose)
FOETO:PP.PAR-VAS-009	AMSTERDAM	MVM — hématome rétroplacentaire	critere		oui		Khong 2016, MVM — retroplacental hematoma (abruption)	Doublon avec « Hématome décidual basal (hématome rétroplacentaire) » et « Hémorragie rétroplacentaire ».	Hématome rétroplacentaire
FOETO:PP.PAR-VAS-010	BENIRSCHKE	Hémorragie intervilleuse	synonyme		oui		Benirschke, Burton & Baergen, intervillous hemorrhage		Hémorragie intervilleuse
