id	niveau	lesion	site	qualifieurs	pattern	compartiment	label_fr	doute
FOETO:PP.PLA-VAS-028	element	oblitération vasculaire	vaisseau de villosité tronculaire			placenta	Oblitération des vaisseaux des villosités-troncs	
FOETO:PP.PLA-VAS-029	element	villosités avasculaires	villosité	focal|petits foyers		placenta	Petits foyers de villosités avasculaires	
FOETO:PP.PLA-VAS-030	element	pléthore vasculaire	placenta			placenta	Plétore placentaire	libellé global et peu spécifique : ni siège vasculaire ni versant fœtal/maternel précisés
FOETO:PP.PLA-VAS-031	element	pâleur villositaire	villosité	diffus		placenta	Pâleur villositaire diffuse	
FOETO:PP.PLA-VAS-032	element	raréfaction du sang fœtal intravasculaire	vaisseau villositaire			placenta	Raréfaction du sang fœtal intravasculaire	
FOETO:PP.PLA-VAS-033	element	rupture syncytiale avec érythroblastes périvillositaires	syncytiotrophoblaste			placenta	Rupture syncytiale avec érythroblastes périvilleux (hémorragie de Kline)	
FOETO:PP.PLA-VAS-034	element	squames amniotiques intrathrombotiques	thrombus vasculaire			placenta	Squames amniotiques dans un thrombus vasculaire	
FOETO:PP.PLA-VAS-035	element	thrombose	artère déciduale			placenta	Thrombose artérielle déciduale	
FOETO:PP.MEM-INF-012	entite	chorioamniotite nécrosante	membranes libres	aigu|nécrosant|réponse inflammatoire maternelle|stade MIR 3	chorioamnionite	membranes	MIR Stage 3 — Chorioamniotite nécrosante	
FOETO:PP.MEM-NOR-001	structure		membranes libres	normal		membranes	Membranes normales	
FOETO:PP.MEM-VAS-001	entite	hémorragie récente	membranes libres	aigu|focal|stade 1	abruptio placentae	membranes	Abruptio placentae — stade 1 (membranes)	
FOETO:PP.MEM-VAS-002	entite	hémorragie récente	décidue des membranes	aigu|stade 2|étendu	abruptio placentae	membranes	Abruptio placentae — stade 2 (membranes)	
FOETO:PP.EIV-NOR-000	structure		espace intervilleux	normal		parenchyme	Espace intervilleux normal	
FOETO:PP.EVI-NOR-000	structure		espace villeux	normal		parenchyme	Espace villeux normal	libellé ambigu : « espace villeux » n'est pas une structure canonique (confusion possible avec espace intervilleux ou villosités)
FOETO:PP.PAR-CLA-001	element	agglutination villositaire	villosité			parenchyme	Agglutination villositaire	
FOETO:PP.PAR-CLA-002	element	dépôt de fibrinoïde	espace périvillositaire	massif		parenchyme	Dépôt massif de fibrinoïde périvillositaire	
FOETO:PP.PAR-CLA-003	element	macrophages chargés de méconium				parenchyme	Macrophages pigmentés au méconium	
FOETO:PP.PAR-DYS-001	entite	chorangiomatose	placenta	multifocal		parenchyme	Chorangiomatose placentaire	
FOETO:PP.PAR-DYS-002	entite	chorangiome	placenta			parenchyme	Chorangiome placentaire	
FOETO:PP.PAR-DYS-003	entite	dysplasie mésenchymateuse	placenta			parenchyme	Dysplasie mésenchymateuse placentaire	
FOETO:PP.PAR-INF-001	element	intervillosite	espace intervilleux	aigu|péri-infarctus|réactionnel		parenchyme	Intervillosite aiguë réactionnelle périinfarctus	
FOETO:PP.PAR-INF-002	entite	intervillosite histiocytaire	espace intervilleux	chronique|diffus		parenchyme	Intervillosite chronique histiocytaire	
FOETO:PP.PAR-INF-003	pattern		placenta	chronique		parenchyme	Maladies inflammatoires chroniques du placenta	libellé générique de regroupement, sans lésion élémentaire ni siège précis factorisables
FOETO:PP.PLA-VAS-036	element	thrombose	vaisseau ombilical	post-cordocentèse		placenta	Thrombose d'un vaisseau ombilical après cordocentèse	la mention étiologique (cordocentèse) n'est pas une facette lésionnelle mais un contexte iatrogène
FOETO:PP.PLA-VAS-037	element	thrombose	tributaire de la veine ombilicale			placenta	Thrombose de la veine ombilicale tributaire	
FOETO:PP.PLA-VAS-038	element	thrombose	vaisseau allanto-chorial			placenta	Thrombose des vaisseaux allanto-choriaux	
FOETO:PP.PLA-VAS-039	element	thrombose	vaisseau fœtal			placenta	Thrombose des vaisseaux fœtaux	
FOETO:PP.PLA-VAS-040	element	thrombose	vaisseau membranaire			placenta	Thrombose des vaisseaux membranaires	
FOETO:PP.PLA-VAS-041	element	thrombose	vaisseau ombilical			placenta	Thrombose des vaisseaux ombilicaux	
FOETO:PP.PLA-VAS-042	element	thrombose	espace intervilleux			placenta	Thrombose intervilleuse	
FOETO:PP.PLA-VAS-043	element	thrombose	espace sous-chorial	disséminé|multiple		placenta	Thromboses sous-choriales disséminées	
FOETO:PP.PLA-VAS-044	element	thrombose	vaisseau fœtal placentaire	calcifié		placenta	Thrombus calcifié dans les vaisseaux fœtaux placentaires	
FOETO:PP.PLA-VAS-045	element	thrombose	vaisseau fœtal placentaire			placenta	Thrombus dans les vaisseaux placentaires fœtaux	
FOETO:PP.PLA-VAS-046	element	thrombose	vaisseau de villosité tronculaire			placenta	Thrombus des vaisseaux des villosités-troncs	
FOETO:PP.PLA-VAS-047	element	thrombose	vaisseau fœtal placentaire	en organisation		placenta	Thrombus en organisation dans les vaisseaux fœtaux placentaires	
FOETO:PP.PLA-VAS-048	element	thrombose	membranes	intramembraneux		placenta	Thrombus intramembraneux	siège imprécis : intramembraneux peut désigner un vaisseau membranaire ou le stroma des membranes
FOETO:PP.PLA-VAS-049	element	thrombose	vaisseau fœtal placentaire	organisé		placenta	Thrombus organisé dans les vaisseaux fœtaux placentaires	
FOETO:PP.PLA-VAS-050	element	thrombose	vaisseau de la plaque choriale	organisé		placenta	Thrombus organisé dans un vaisseau chorioniaque	libellé français 'organisé' et anglais 'organizing' discordants sur le stade
FOETO:PP.PAR-RET-007	element	œdème stromal	villosité			parenchyme	Œdème villositaire	
FOETO:PP.PAR-TUM-001	entite	villosités hydriques	villosité	placentomégalie		parenchyme	Placentomégalie avec villosités hydriques	libellé composite associant une donnée macroscopique (placentomégalie) et une lésion villositaire
FOETO:PP.PAR-TUM-002	element	érythroblastes circulants	circulation fœtale placentaire	en excès		parenchyme	Érythroblastes fœtaux en excès dans la circulation placentaire	
FOETO:PP.PAR-VAS-001	entite	artériopathie	artère déciduale de la plaque basale			parenchyme	Artériopathie déciduale	
FOETO:PP.PAR-VAS-002	entite	hypercapillarisation	villosité distale	multifocal		parenchyme	Chorangiose	
FOETO:PP.PAR-VAS-003	entite	dépôt de fibrinoïde périvillositaire	espace périvillositaire	massif	NIDF	parenchyme	Dépôts fibrinoïdes périvillositaires massifs (NIDF / maternal floor infarction)	
FOETO:PP.PAR-VAS-004	element	endovasculite hémorragique	vaisseau villositaire	stade précoce	malperfusion vasculaire fœtale (FVM)	parenchyme	Endovasculite hémorragique (VTF stade précoce)	discordance de stade entre le libellé français (précoce) et l'anglais (intermediate)
FOETO:PP.PAR-VAS-005	element	thrombose	gros vaisseau chorionique	haut grade	malperfusion vasculaire fœtale (FVM)	parenchyme	FVM High grade — Thrombose gros vaisseaux	
FOETO:PP.PAR-VAS-006	element	villosités avasculaires	villosité	bas grade|focal|multifocal	malperfusion vasculaire fœtale (FVM)	parenchyme	FVM Low grade — Villosités avasculaires focales	
FOETO:PP.PAR-VAS-007	element	dépôt de fibrine périvillositaire	espace périvillositaire	augmenté|diffus		parenchyme	Fibrine périvillositaire augmentée	
FOETO:PP.PAR-VAS-008	entite	hypercapillarisation	villosité terminale			parenchyme	Hypercapillarisation des villosités terminales (chorangiose)	
FOETO:PP.PAR-VAS-009	element	hématome	espace rétroplacentaire			parenchyme	Hématome rétroplacentaire	
FOETO:PP.PAR-VAS-010	element	hémorragie	espace intervilleux			parenchyme	Hémorragie intervilleuse	
FOETO:PP.PAR-VAS-011	element	hémorragie	stroma villositaire			parenchyme	Hémorragie intravillositaire	
FOETO:PP.PAR-VAS-012	element	infarctus	villosité			parenchyme	Infarctus villositaire	
FOETO:PP.PLA-NOR-223	element	îlots de fibrinoïde avec trophoblaste extravilleux		augmenté		placenta	Îlots de fibrinoïde avec trophoblastes extravilleux augmentés	libellé sans siège précisé (îlots cellulaires du plancher basal ou intraparenchymateux non spécifiés)
FOETO:PP.PLA-NOR-224	element	œdème	gelée de Wharton			placenta	Œdème de la gelée de Wharton	
FOETO:PP.PLA-RET-001	element	nœuds syncytiaux		augmenté|post-mortem		placenta	Augmentation des nœuds syncytiaux post-mortem	
FOETO:PP.PLA-RET-002	element	érythroblastes circulants		augmenté		placenta	Augmentation des érythroblastes intravasculaires	siège vasculaire non précisé (fœtal villositaire présumé mais non écrit)
FOETO:PP.PLA-RET-003	element	décoloration brune ou rouge	cordon ombilical	critère de Genest		placenta	Decoloration du cordon ombilical brun ou rouge (Genest)	
FOETO:PP.PLA-RET-004	element	fibrose stromale	villosité	diffus|macération		placenta	Fibrose stromale villositaire diffuse (macération)	
FOETO:PP.PLA-RET-005	element	dépôt d'hémosidérine	membranes chorio-amniotiques	chronique|diffus		placenta	Hémosidérose chorioamniotique diffuse chronique	
FOETO:PP.PLA-RET-006	element	caryorrhexie stromale-vasculaire	villosité			placenta	Karyorrhexie stromale-vasculaire villositaire	
FOETO:PP.PLA-RET-007	element	caryorrhexie intravasculaire	vaisseau villositaire			placenta	Karyorrhexis intravasculaire villositaire	
FOETO:PP.PLA-RET-008	element	caryorrhexie intravasculaire	vaisseau villositaire	critère de Genest		placenta	Karyorrhexis intravasculaire villositaire (Genest)	
FOETO:PP.PLA-RET-009	element	macrophages chargés de méconium	décidue			placenta	Macrophages chargés de méconium dans la décidua maternelle	
FOETO:PP.PLA-RET-010	element	minéralisation de la membrane basale trophoblastique	membrane basale trophoblastique			placenta	Minéralisation de la membrane basale villositaire trophoblastique	discordance fr/en : l'anglais ajoute l'épaississement de la membrane basale
FOETO:PP.PLA-RET-011	element	nécrose épithéliale	épithélium amniotique	contexte de jumeau décédé		placenta	Nécrose de l'épithélium amniotique (jumeau décédé)	
FOETO:PP.PLA-RET-012	element	oblitération vasculaire et fibrose villositaire	villosité tronculaire et villosité terminale	critère de Genest|étendu		placenta	Obliteration vasculaire villositaire et fibrose villeuse terminale (extensive) (Genest)	libellé composite associant deux lésions élémentaires distinctes ; le fr dit villositaire, l'en précise stem villous
FOETO:PP.PLA-RET-013	element	oblitération vasculaire	vaisseau de villosité tronculaire			placenta	Oblitération luminale des vaisseaux villositaires de gros calibre	
FOETO:PP.PLA-VAS-051	element	thrombose	vaisseau fœtal placentaire	récent		placenta	Thrombus récent dans les vaisseaux fœtaux placentaires	
FOETO:PP.PLA-VAS-052	element	thrombose	espace sous-chorial			placenta	Thrombus sous-chorioniaque	
FOETO:PP.PLA-VAS-053	entite	vasculopathie oblitérante	vaisseau fœtal			placenta	Vasculopathie fœtale oblitérante	
FOETO:PP.PLA-VAS-054	entite	vasculopathie oblitérante	vaisseau fœtal		villite chronique d'étiologie indéterminée (VUE)	placenta	Vasculopathie oblitérante fœtale (VCEI)	
FOETO:PP.PLA-VAS-055	element	villosités avasculaires hyalinisées	villosité	en amas|stade tardif	malperfusion vasculaire fœtale (FVM)	placenta	Villosités avasculaires hyalinisées en clusters (VTF stade tardif)	
FOETO:PP.PLA-VAS-056	element	villosités fantômes	villosité			placenta	Villosités fantômes (ghosts villositaires)	
FOETO:PP.SAN-NOR-000	structure		sang circulant	normal		placenta	Sang circulant normal	
FOETO:PP.DBA-NOR-000	structure		décidue basale	normal		plaque_basale	Décidue basale normale	
FOETO:PP.PBA-INF-001	entite	villite	villosité de la plaque basale	chronique		plaque_basale	Villite basale chronique	
FOETO:PP.PBA-INF-002	element	abcès	décidue			plaque_basale	Abcès décidual	
FOETO:PP.PBA-MET-001	element	dépôt de fibrinoïde	plaque basale			plaque_basale	Dépôts de fibrinoïde dans la plaque basale	
FOETO:PP.PBA-MET-002	element	vacuolisation des cellules déciduales	décidue basale			plaque_basale	Vacuolisation des cellules déciduales basales	
FOETO:PP.PBA-MET-003	element	excès de trophoblaste extravilleux				plaque_basale	Excès de trophoblaste extravilleux	siège non précisé dans le libellé (déduit du compartiment plaque basale)
FOETO:PP.PBA-NOR-000	structure		plaque basale	normal		plaque_basale	Plaque basale normale	
FOETO:PP.PBA-NOR-001	structure		villosité d'ancrage			plaque_basale	Villosités d'ancrage dans la plaque basale	
