id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PLA-NOR-159	Revêtement épithélial amniotique du cordon ombilical	BENIRSCHKE	Anatomie normale du cordon ombilical — revêtement amniotique	structure		oui		oui	oui	benirschke ch15	it is derived from the fetal ectoderm by cavitation within the embryonic knot [305] and is contiguous, over the umbilical cord, with the fetal skin.	
FOETO:PP.PLA-NOR-160	Régénération du syncytiotrophoblaste	BENIRSCHKE	Syncytiotrophoblaste — régénération et réparation (structure normale du villus)	structure		oui		oui	oui	benirschke ch6	Regeneration takes 2–4 days to complete, and the new layer is indistinguishable in terms of its morphology and endocrine and transport functions from the original.	Processus physiologique de réparation trophoblastique, pas une lésion élémentaire ; siège villositaire non précisé.
FOETO:PP.PLA-NOR-161	Réseau de réticuline en treillis dans les villosités capillaires anormales	BENIRSCHKE	Chorangiome	critere		non_standard	Réseau de réticuline en treillis (critère de chorangiome / chorangiomatose)	oui	oui	benirschke ch30	Reticulin stains highlight a lattice-like pattern of fibers (Redline 2000, Amer 2010).	Le libellé décrit une coloration spéciale sans nommer la lésion dont elle est le critère (chorangiome vs chorangiose).
FOETO:PP.PLA-NOR-162	Résidu du canal allantoïque	BENIRSCHKE	Vestiges embryonnaires du cordon — reliquat du canal allantoïque (urachus)	structure		oui		oui	oui	benirschke ch16	The remains of the allantoic duct, a minute connection to the fetal bladder, are frequently found in the proximal portions of the umbilical cord.	
FOETO:PP.PLA-NOR-163	Résidu du canal omphalomésentérique	BENIRSCHKE	Vestiges embryonnaires du cordon — reliquat du canal vitellin (omphalomésentérique)	structure		non_standard	Résidu du canal omphalomésentérique du cordon ombilical	oui	oui	khong2019 ch51	Vitelline (omphalomesenteric) duct remnants tend to be sited at the cord periphery.	Le siège (cordon ombilical) n'est explicité ni dans le libellé ni dans la facette site.
FOETO:PP.PLA-NOR-164	Sac amniotique contenu dans un autre (placenta gémellaire DiMo)	GEMELLAIRE	Chorionicité — placenta monochorionique diamniotique (DiMo)	structure		non_standard	Placenta monochorionique diamniotique — chaque jumeau dans son propre sac amniotique	oui	oui	benirschke ch18	Each twin is enclosed in its own amnionic sac, and the “dividing membranes” are composed of two amnions only	Libellé descriptif inexact : dans un DiMo les deux sacs amniotiques sont juxtaposés, non emboîtés l'un dans l'autre.
FOETO:PP.PLA-NOR-165	Septa placentaires	BENIRSCHKE	Septa placentaires (anatomie normale)	structure		oui		oui	oui	benirschke ch10	Placental septa are irregular protrusions of the basal plate into the intervillous space	
FOETO:PP.PLA-NOR-166	Septum chorioniaque	BENIRSCHKE	Septa placentaires (anatomie normale)	structure		non_standard	Septum chorionique	oui	oui	benirschke ch26	The chorionic septum (CS) is an extra-embryonic structure of the placenta that extends from the basal plate	Orthographe fautive (« chorioniaque ») ; quasi-doublon de « Septa placentaires ».
FOETO:PP.PLA-NOR-167	Stratification de la plaque basale	BENIRSCHKE	Plaque basale (anatomie normale)	structure		oui		oui	oui	benirschke ch3	showing a superficial stria of Rohr’s fibrinoid, followed by extravillous cytotrophoblast, a layer of Nitabuch’s fibrinoid, and a compact decidual layer.	
FOETO:PP.PLA-NOR-168	Strie fibrinoïde de Langhans	BENIRSCHKE	Plaque choriale — strie fibrinoïde de Langhans (anatomie normale)	structure		non_standard	Strie fibrinoïde de Langhans (fibrinoïde sous-chorial de la plaque choriale)	oui	oui	benirschke ch10	Fibrinoid at the intervillous surface of the chorionic plate (subchorial fibrinoid, Langhans’ stria)	La facette site=plaque basale est erronée : la strie de Langhans siège à la plaque choriale ; l'homologue basal est la strie de Rohr.
FOETO:PP.PLA-NOR-169	Stroma fibreux condensé des villosités souches	VOGEL	Anatomie villositaire normale — villosité souche (stroma fibreux condensé)	structure		oui		oui	oui	vogel ch1	Centripetally they are transformed into stem villi by the proliferation of tunica media containing fetal vessels and by condensation and differentiation of paravascular cells and fibers until gestational week 12.	
FOETO:PP.PLA-NOR-170	Stroma réticulaire villositaire	VOGEL	Anatomie villositaire normale — stroma réticulaire des villosités intermédiaires	structure		oui		oui	oui	vogel ch1	Intermediate villi of the mature peripheral type are elongated villi with a loose, reticular and moderately collagenous stroma that contains vimentin and desmin positive cells.	
FOETO:PP.PLA-NOR-171	Stroma villeux	VOGEL	Anatomie villositaire normale — stroma villositaire	structure		oui		oui	oui	vogel ch1	Vessels are irregularly distributed in the villous stroma and are predominantly thin walled capillaries.	Terme très générique, chapeau d'autres entrées plus précises (stroma réticulaire, stroma fibreux des villosités souches) : granularité incohérente.
FOETO:PP.PLA-NOR-172	Structure vasculaire artérielle ombilicale — architecture normale	BENIRSCHKE	Cordon ombilical — architecture normale des artères ombilicales	structure		oui		oui	oui	benirschke ch16	muscular coat of the arteries consists of a system of crossing spiraled fibers [173, 449, 535].	
FOETO:PP.PLA-NOR-173	Structure vasculaire veineuse ombilicale — architecture normale	BENIRSCHKE	Cordon ombilical — architecture normale de la veine ombilicale	structure		oui		oui	oui	benirschke ch16	The vein, on the other hand, has an elastic subintimal layer (Fig. 16.3).	
FOETO:PP.PLA-NOR-174	Surface basale (maternelle) du placenta	BENIRSCHKE	Plaque basale (anatomie normale)	structure		oui		oui	oui	khong2019 ch2	The basal plate appears as a slight grey-tan sheen on the maternal surface of the more mature placenta	Doublon de « Plaque basale » / « Plaque basale normale » ; le libellé mêle le repère macroscopique (face maternelle) et la structure histologique.
FOETO:PP.PLA-NOR-175	Surface choriale (face fœtale) du placenta	BENIRSCHKE	Plaque choriale (anatomie normale)	structure		oui		oui	oui	benirschke ch10	The chorionic plate of the placenta is the surface that faces the fetus and to which the umbilical cord is attached.	
FOETO:PP.PLA-NOR-176	Syncytiotrophoblaste	BENIRSCHKE	Syncytiotrophoblaste (anatomie normale du villus)	structure		oui		oui	oui	benirschke ch6	They are covered by syncytiotrophoblast, an epithelial surface layer that separates the villous interior from the maternal blood, which flows between the villi.	
FOETO:PP.PLA-NOR-177	Syncytiotrophoblaste villositaire	BENIRSCHKE	Syncytiotrophoblaste (anatomie normale du villus)	structure		oui		oui	oui	benirschke ch3	Syncytiotrophoblast is a terminally differentiated tissue that has lost the capacity to replicate.	Doublon de contenu avec « Syncytiotrophoblaste » : le qualificatif « villositaire » ne distingue pas une entité différente.
FOETO:PP.PLA-NOR-178	Trophoblaste extravilleux	BENIRSCHKE	Trophoblaste extravilleux (anatomie normale)	structure		oui		oui	oui	benirschke ch3	Extravillous trophoblast (Fig. 3.1k) is the generic term for all trophoblast cells located outside the villi: in the chorionic plate, cell islands, septa, basal plate, cell columns	
FOETO:PP.PLA-NOR-179	Trophoblaste extravilleux de la plaque basale	BENIRSCHKE	Plaque basale (anatomie normale) — trophoblaste extravilleux	structure		oui		oui	oui	benirschke ch3	The basal plate is composed of an admixture of extravillous trophoblast cells, decidual cells, uteroplacental vessels	
FOETO:PP.PLA-NOR-180	Trophoblaste extravilleux des membranes	BENIRSCHKE	Chorion laeve — couche trophoblastique (anatomie normale)	structure		oui		oui	oui	benirschke ch15	A highly variable layer of trophoblast cells persists until term. These cells are the only residues of the former villi of the chorion frondosum, intermingled with the trophoblastic residues of the primary chorionic plate and the trophoblastic shell.	
FOETO:PP.PLA-NOR-181	Trophoblaste extravillositaire dans le fibrinoïde	BENIRSCHKE	Fibrinoïde de type matriciel / fibrinoïde de Langhans — trophoblaste extravilleux inclus	structure		oui		oui	oui	benirschke ch10	Abundant scattered or aggregated extravillous trophoblast cells can be seen within the fibrinoid.	Constituant normal du fibrinoïde placé sur un axe lésionnel : ambiguïté entre repère architectural et lésion.
FOETO:PP.PLA-NOR-182	Trophoblaste intermédiaire de type chorionic des membranes	BENIRSCHKE	Trophoblaste extravilleux des membranes — type chorionique (intermédiaire)	structure		non_standard	Trophoblaste intermédiaire de type chorionique des membranes libres	oui	oui	horii2018 ch30	the extravillous trophoblasts in the fetal membranes are indeed often vacuolated and correspond to the chorionic or epithelioid type	Libellé hybride franco-anglais (« type chorionic ») ; terminologie « intermédiaire » supplantée par « extravilleux » dans le corpus.
FOETO:PP.PLA-NOR-183	Trophoblaste villositaire d'aspect normal sans hyperplasie	BENIRSCHKE	Trophoblaste villositaire normal (critère d'exclusion de la môle hydatiforme)	structure		non_standard	Trophoblaste villositaire d'aspect normal	oui	oui	horii2018 ch30	significant trophoblastic hyperplasia and atypia (involving cytotrophoblasts, syncytiotrophoblasts, and extravillous trophoblasts)	Énoncé négatif : « sans hyperplasie » décrit une absence de lésion, pas un objet observable ; à reformuler en constat de normalité.
FOETO:PP.PLA-NOR-184	Vacuolisation des macrophages stromaux villositaires	BENIRSCHKE	Surcharge métabolique placentaire (vacuolisation des cellules de Hofbauer)	manifestation		oui		oui	oui	khong2019 ch20	stromal Hofbauer cell vacuolation, often in association with fetal growth restriction or fetal hydrops	
FOETO:PP.PLA-NOR-185	Vaisseaux chorioniques de la plaque choriale	BENIRSCHKE	Vaisseaux de la plaque choriale (anatomie normale)	structure		oui		oui	oui	khong2019 ch2	The chorionic plate vasculature appears as muscular vessels within the connective tissue	
FOETO:PP.PLA-NOR-186	Vaisseaux vitellins résiduels du cordon	BENIRSCHKE	Reliquats embryonnaires du cordon — vaisseaux vitellins	structure		oui		oui	oui	khong2019 ch51	Frequently, paired or clustered vitelline vessels (without muscular walls) will be associated with duct remnants.	
FOETO:PP.PLA-NOR-187	Variabilité de forme placentaire (index de forme)	BENIRSCHKE	Forme placentaire — morphométrie macroscopique	structure		non_standard	Forme du disque placentaire — index de forme (rapport périmètre/aire)	oui	oui	khong2019 ch5	The chorionic surface shape is quantified by its area in cm2 and by the ratio of its perimeter to its area.	Paramètre morphométrique continu et non entité observable : ni lésion ni structure, granularité incohérente avec le reste du vocabulaire.
FOETO:PP.PLA-NOR-188	Veine ombilicale — lame élastique interne	BENIRSCHKE	Vaisseaux ombilicaux — architecture normale (veine ombilicale)	structure		oui		oui	oui	benirschke ch16	Elastic tissue stain (right) shows the internal elastica of the umbilical vein and absence in both arteries.	
FOETO:PP.PLA-NOR-189	Vernix caseosa sous-amniotique	BENIRSCHKE	Vernix dissecans (dissection sous-amniotique du vernix caseosa)	manifestation		oui		oui	oui	benirschke ch15	Vernix caseosa is a lipid-rich substance produced in part by fetal sebaceous glands in the fetal skin in the last trimester of pregnancy and often dissects underneath the amnion [205].	
FOETO:PP.PLA-NOR-190	Villi fantômes du chorion lisse	BENIRSCHKE	Anatomie normale des membranes — chorion laeve (ghost villi)	structure		non_standard	Villosités fantômes du chorion laeve	oui	oui	benirschke ch15	The following layer of extravillous trophoblast cells (T) is irregularly studded with atrophic “ghost villi” (V).	Libellé hybride latin/français ; vestige villositaire physiologique du chorion laeve, à décrire comme repère architectural et non comme lésion
FOETO:PP.PLA-NOR-191	Villosité d'ancrage	BENIRSCHKE	Anatomie normale — villosité d'ancrage et colonne cellulaire	structure		oui		oui	oui	benirschke ch3	Anchoring villi are villi that are connected to the basal plate (Fig. 3.1h and i) via cell columns. They stabilize the position of the villous trees in the maternal intervillous bloodstream.	
FOETO:PP.PLA-NOR-192	Villosité intermédiaire immature	VOGEL	Maturation villositaire normale — villosité intermédiaire immature	structure		oui		oui	oui	benirschke ch7	most of the villi measuring between 100 and 400 μm have the typical reticular appearance of immature intermediate villi	Doublon de granularité avec la forme plurielle « Villosités intermédiaires immatures »
FOETO:PP.PLA-NOR-193	Villosité intermédiaire mature	VOGEL	Maturation villositaire normale — villosité intermédiaire mature	structure		oui		oui	oui	benirschke ch9	Mature intermediate villi serve as junctional segments between peripheral stem villi and the majority of terminal villi. Their vessels are direct continuations of the smallest stem villous vessels	Doublon de granularité avec la forme plurielle « Villosités intermédiaires matures »
FOETO:PP.PLA-NOR-194	Villosité mésenchymateuse	VOGEL	Maturation villositaire normale — villosité mésenchymateuse	structure		oui		oui	oui	benirschke ch7	Mesenchymal villi (Fig. 7.2) are the most primitive. They are most common during the early stages of pregnancy, and are the forerunners of immature intermediate villi.	Doublon de granularité avec la forme plurielle « Villosités mésenchymateuses »
FOETO:PP.PLA-NOR-195	Villosité souche	VOGEL	Maturation villositaire normale — villosité souche	structure		oui		oui	oui	benirschke ch7	Stem villi serve to mechanically support the villous trees.	
FOETO:PP.PLA-NOR-196	Villosité terminale	VOGEL	Maturation villositaire normale — villosité terminale	structure		oui		oui	oui	benirschke ch9	The descriptive name “terminal villus” is used for those villi that contain no vessels other than capillaries and sinusoids and in which the vascular lumens comprise at least one-half of the stromal volume [160].	
FOETO:PP.PLA-NOR-197	Villosités d'ancrage dans la plaque basale	BENIRSCHKE	Anatomie normale — villosité d'ancrage et colonne cellulaire	structure		oui		oui	oui	benirschke ch3	Anchoring villi can be seen attached to the septa, and are likely formed by infolding of the basal plate.	Redondant avec « Villosité d'ancrage » : la localisation dans la plaque basale est constitutive de la définition, elle ne fonde pas un terme distinct
FOETO:PP.PLA-NOR-198	Villosités intermédiaires en proportion augmentée	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	manifestation		non_standard	Retard de maturation villositaire (villosités intermédiaires de type mature périphérique persistantes)	oui	oui	benirschke ch19	Delayed villous maturation is characterized by medium-sized intermediate villi of peripheral mature type along with stem villi.	Libellé quantitatif flou : ni le type de villosité intermédiaire (immature/mature) ni le seuil ni l'âge gestationnel de référence ne sont précisés
FOETO:PP.PLA-NOR-199	Villosités intermédiaires immatures	VOGEL	Maturation villositaire normale — villosité intermédiaire immature	structure		oui		oui	oui	khong2019 ch2	Immature intermediate villi are recognisable	Doublon singulier/pluriel avec « Villosité intermédiaire immature »
FOETO:PP.PLA-NOR-200	Villosités intermédiaires immatures — aspect histologique	VOGEL	Maturation villositaire normale — villosité intermédiaire immature	structure		non_standard	Villosités intermédiaires immatures	oui	oui	benirschke ch7	most of the villi measuring between 100 and 400 μm have the typical reticular appearance of immature intermediate villi	Le suffixe « aspect histologique » est purement descriptif et crée un triplet redondant avec les deux autres libellés du même concept
FOETO:PP.PLA-NOR-201	Villosités intermédiaires matures	VOGEL	Maturation villositaire normale — villosité intermédiaire mature	structure		oui		oui	oui	vogel ch1	Intermediate villi of the mature peripheral type are elongated villi with a loose,	Doublon singulier/pluriel avec « Villosité intermédiaire mature »
FOETO:PP.PLA-NOR-202	Villosités intermédiaires matures — aspect histologique	VOGEL	Maturation villositaire normale — villosité intermédiaire mature	structure		non_standard	Villosités intermédiaires matures	oui	oui	benirschke ch9	Mature intermediate villi serve as junctional segments between peripheral stem villi and the majority of terminal villi.	Le suffixe « aspect histologique » n'ajoute aucun contenu factorisable et duplique le terme sans suffixe
FOETO:PP.PLA-NOR-203	Villosités mésenchymateuses	VOGEL	Maturation villositaire normale — villosité mésenchymateuse	structure		oui		oui	oui	benirschke ch3	Mesenchymal villi (see Chap. 7) are numerous as they are the germinative zone of the placenta, and form as branches of the immature intermediate villi.	Doublon singulier/pluriel avec « Villosité mésenchymateuse »
FOETO:PP.PLA-NOR-204	Villosités mésenchymateuses — aspect histologique	VOGEL	Maturation villositaire normale — villosité mésenchymateuse	structure		non_standard	Villosités mésenchymateuses	oui	oui	benirschke ch7	Mesenchymal villi have a thick trophoblastic covering, and cytotrophoblast cells are interposed between syncytium and the trophoblastic basal lamina over 50–100% of the surface.	Le suffixe « aspect histologique » est descriptif et redondant avec le terme sans suffixe
FOETO:PP.PLA-NOR-205	Villosités souches (villi souches)	VOGEL	Villosité souche (maturation villositaire normale)	structure		oui		oui	oui	benirschke ch9	In larger immature intermediate villi, the adventitia of arteries and veins fuse, thereby forming a fibrosed stromal core within the villus.	
FOETO:PP.PLA-NOR-206	Villosités souches — aspect histologique	VOGEL	Villosité souche (maturation villositaire normale)	structure		non_standard	Villosité souche	oui	oui	benirschke ch9	In parallel, the superficial, subtrophoblastic capillary net becomes rarified into a few largely unbranched paravascular capillaries	Le qualifieur « aspect histologique » n'apporte aucun contenu factorisable : doublon descriptif de « Villosités souches ».
FOETO:PP.PLA-NOR-207	Villosités terminales	VOGEL	Villosité terminale (maturation villositaire normale)	structure		oui		oui	oui	benirschke ch3	Terminal villi are the grapelike side branches of the mature intermediate villi (see Chap. 7).	
FOETO:PP.PLA-NOR-208	Villosités terminales — aspect histologique	VOGEL	Villosité terminale (maturation villositaire normale)	structure		non_standard	Villosité terminale	oui	oui	benirschke ch3	The dominating structures within the loose stroma are sinusoidally dilated and highly coiled fetal capillaries.	Libellé génériquement descriptif (« aspect histologique »), redondant avec « Villosités terminales ».
FOETO:PP.PLA-NOR-209	Villosités élargies à aspect en patte	VOGEL	AVM — arrêt de maturation villositaire	manifestation		oui		oui	oui	vogel ch11	villous maturation arrest with paw-like villi (70 %),	Le libellé décrit un phénotype villositaire (villosités en patte) sans dire qu'il manifeste un arrêt de maturation ; se voit aussi dans la villosité diabétique.
FOETO:PP.PLA-NOR-210	Vésicules extracellulaires trophoblastiques (exosomes / microvésicules)	HORS_REFERENTIEL		hors		non_standard		oui	oui	benirschke ch31	Extracellular vesicles (EVs) are nonnucleated structures bound by a lipid bilayer and released from all cell types in an evolutionarily conserved process.	Entité de recherche ultrastructurale/biologique (biomarqueurs circulants), non observable en microscopie optique de routine : aucun référentiel diagnostique ne la code.
FOETO:PP.PLA-NOR-211	Zone d'altération morphologique des membranes (zone cervicale)	BENIRSCHKE	Zone d'altération morphologique des membranes (zone de faiblesse sus-cervicale)	structure		oui		oui	oui	benirschke ch15	absence of decidua, and edematous swelling of connective tissue (“zone of altered morphology”)	Le libellé reste vague sur la nature de l'altération (réduction du trophoblaste, absence de décidue, œdème du tissu conjonctif).
FOETO:PP.PLA-NOR-212	Zone jonctionnelle (zone de décollement placentaire)	BENIRSCHKE	Plaque basale / zone jonctionnelle (anatomie normale)	structure		oui		oui	oui	benirschke ch2	degenerative processes within the junctional zone that led to	
FOETO:PP.PLA-NOR-213	Épaississement de la membrane basale trophoblastique et vasculaire	BENIRSCHKE	Placenta du diabète maternel (« villosité diabétique »)	manifestation		oui		oui	oui	benirschke ch20	thicker trophoblastic and endothelial basal laminas (gray)	Libellé composite : réunit deux sites distincts (membrane basale trophoblastique et membrane basale vasculaire/endothéliale).
FOETO:PP.PLA-NOR-214	Épaississement du syncytiotrophoblaste	BENIRSCHKE	Placenta du diabète maternel (« villosité diabétique »)	manifestation		oui		oui	oui	benirschke ch20	thicker syncytiotrophoblast (Fig. 20.10), increased numerical	
FOETO:PP.PLA-NOR-215	Épithélium amniotique	BENIRSCHKE	Amnios (anatomie normale des membranes)	structure		oui		oui	oui	benirschke ch15	The amnionic epithelium is a highly variable tissue	
FOETO:PP.PLA-NOR-216	Épithélium amniotique cubique à cylindrique	BENIRSCHKE	Amnios (anatomie normale des membranes)	structure		oui		oui	oui	benirschke ch16	The latter continues developing into the simple columnar to cuboidal epithelium of the placental amnionic surface.	Redondant avec « Épithélium amniotique » : simple qualifieur descriptif de normalité.
FOETO:PP.PLA-NOR-217	Équateur vasculaire placentaire (jumeaux monochorioniques)	GEMELLAIRE	Chorionicité / équateur vasculaire du placenta monochorionique	structure		oui		oui	oui	benirschke ch18	Vascular equator of a DiMo twin placenta to show A-A and	
FOETO:PP.PLA-NOR-218	Érythroblastes dans les vaisseaux fœtaux villositaires	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		non_standard	Érythroblastes circulants augmentés (vaisseaux villositaires fœtaux)	oui	oui	benirschke ch23	increased numbers of nucleated red blood cells in the fetal circulation	Énoncé de simple présence : l'entité codée est l'AUGMENTATION des érythroblastes circulants, le libellé n'en porte pas le seuil.
FOETO:PP.PLA-NOR-219	Érythrocytes nucléés dans la circulation villositaire fœtale	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		non_standard	Érythroblastes circulants augmentés (vaisseaux villositaires fœtaux)	oui	oui	khong2019 ch26	Erythroblasts, normoblasts, or normocytes [5].	Doublon strict de PP.PLA-NOR-218 (érythroblaste = érythrocyte nucléé) ; de plus classé en axe maturation alors qu'il s'agit de la même observation hématologique.
FOETO:PP.PLA-NOR-220	Érythropoïèse extramédullaire stromale	BENIRSCHKE	Hématopoïèse extramédullaire placentaire (villosités)	manifestation		oui		oui	oui	benirschke ch23	Extramedullary erythropoiesis in the villous stroma.	Terme rangé en "placenta normal" alors que l'hématopoïèse extramédullaire villositaire à terme est un signe pathologique (anémie/hypoxie fœtale).
FOETO:PP.PLA-NOR-221	Îlot cellulaire trophoblastique	BENIRSCHKE	Îlot cellulaire trophoblastique (anatomie normale)	structure		oui		oui	oui	benirschke ch7	Cell islands are macroscopically round or irregularly shaped structures at the tips of floating villi or occasionally attached to the chorionic plate.	
FOETO:PP.PLA-NOR-222	Îlots cellulaires trophoblastiques	BENIRSCHKE	Îlot cellulaire trophoblastique (anatomie normale)	structure		non_standard	Îlot cellulaire trophoblastique	oui	oui	khong2019 ch2	Cell islands consist of extravillous cytotrophoblast cells and fibrinoid matrix, often with cyst formation	Doublon strict de PP.PLA-NOR-221 (simple variante de nombre) : à fusionner.
FOETO:PP.PLA-NOR-223	Îlots de fibrinoïde avec trophoblastes extravilleux augmentés	BENIRSCHKE	Îlots de fibrinoïde avec trophoblaste extravilleux augmentés (X-cells)	manifestation		oui		oui	oui	benirschke ch19	increased islands of fibrinoid with extravillous trophoblast (so-called X-cells), placental cysts, chorion laeve cysts, membranous decidual necrosis, and superficial implantation	Siège non précisé (plancher basal vs intraparenchymateux) ; lésion explicitement écartée des critères MVM par le consensus d'Amsterdam, d'où le rattachement hors Amsterdam.
FOETO:PP.PLA-NOR-224	Œdème de la gelée de Wharton	BENIRSCHKE	Œdème du cordon ombilical (gelée de Wharton)	manifestation		oui		oui	oui	benirschke ch16	Marked edema in the umbilical cord of a normal newborn infant.	Classé en "placenta normal" alors qu'il s'agit d'une anomalie funiculaire ; Amsterdam ne code pas l'œdème du cordon.
FOETO:PP.PLA-RET-001	Augmentation des nœuds syncytiaux post-mortem	BENIRSCHKE	Modifications placentaires post-mortem (rétention in utero)	manifestation		oui		non	non			Libellé composite : mêle une lésion d'Amsterdam (nœuds syncytiaux/Tenney-Parker, MVM) et un artefact de rétention post-mortem ; risque de faux positif de MVM.
FOETO:PP.PLA-RET-002	Augmentation des érythroblastes intravasculaires	AMSTERDAM	Érythroblastes circulants augmentés	manifestation		oui		oui	oui	benirschke ch23	Marked villous vascular distension and numerous erythroblasts in the fetal circulation	Siège vasculaire non précisé (circulation fœtale villositaire présumée) et redondance avec plusieurs termes du vocabulaire ("Hématies nucléées dans les vaisseaux villositaires", "Érythroblastes fœtaux en excès dans la circulation placentaire").
FOETO:PP.PLA-RET-003	Decoloration du cordon ombilical brun ou rouge (Genest)	BENIRSCHKE	Datation de la mort fœtale in utero (critères de Genest)	critere		non_standard	Décoloration brune ou rouge du cordon ombilical (critère de datation de Genest)	non	non			Faute d'accent ("Decoloration") et éponyme intégré au libellé ; critère macroscopique de datation, à séparer de l'axe lésionnel.
FOETO:PP.PLA-RET-004	Fibrose stromale villositaire diffuse (macération)	VOGEL	Fibrose stromale villositaire (troubles circulatoires fœtaux)	manifestation		oui		oui	oui	vogel ch6	Stromal fibrosis is an increase in the collagenous tissue content, and a reduction of the number of capillaries in the intermediate and terminal villi.	Libellé composite : associe la lésion (fibrose stromale diffuse) et son contexte causal (macération post-mortem), qui relèvent de deux axes distincts.
FOETO:PP.PLA-RET-005	Hémosidérose chorioamniotique diffuse chronique	BENIRSCHKE	Hémosidérose chorio-amniotique diffuse (décollement périphérique chronique)	manifestation		oui		oui	oui	khong2019 ch41	Haemosiderin deposition can be observed not only in the extraplacental membranes but also in the chorionic plate and basal plate.	Entité non codée par Amsterdam ; doublon partiel avec "Dépôts d'hémosidérine dans les membranes" et "Hémosidérose membranaire placentaire".
FOETO:PP.PLA-RET-006	Karyorrhexie stromale-vasculaire villositaire	AMSTERDAM	FVM — malperfusion vasculaire fœtale	critere		non_standard	Caryorrhexie vasculo-stromale villositaire	oui	oui	amsterdam ch1	Villous stromal-vascular karyorrhexis: karyorrhexis of fetal cells with preservation of surrounding trophoblast	Graphie non francisée ("Karyorrhexie") ; trois variantes du même critère coexistent dans le vocabulaire.
FOETO:PP.PLA-RET-007	Karyorrhexis intravasculaire villositaire	BENIRSCHKE	Datation de la mort fœtale in utero (critères de Genest)	critere		non_standard	Caryorrhexie intravasculaire villositaire (signe post-mortem)	oui	oui	khong2019 ch25	Genest and colleagues described the sequence and extent of stem villous and distal villous changes that correlate with the in utero demise to delivery interval.	Graphie "Karyorrhexis" non francisée ; sans mention du contexte post-mortem, confusion possible avec la caryorrhexie vasculo-stromale d'Amsterdam (FVM).
FOETO:PP.PLA-RET-008	Karyorrhexis intravasculaire villositaire (Genest)	BENIRSCHKE	Datation de la mort fœtale in utero (critères de Genest)	critere		non_standard	Caryorrhexie intravasculaire villositaire (signe post-mortem)	oui	oui	khong2019 ch25	Genest and colleagues described the sequence and extent of stem villous and distal villous changes that correlate with the in utero demise to delivery interval.	Doublon de PP.PLA-RET-007, l'éponyme étant simplement ajouté au libellé : à fusionner.
FOETO:PP.PLA-RET-009	Macrophages chargés de méconium dans la décidua maternelle	AMSTERDAM	Méconium (macrophages chargés de méconium)	manifestation		oui		oui	oui	amsterdam ch1	A meconium-laden macrophage is seen in the amnion, whereas there is columnar metaplasia of the amniotic epithelium	Le siège décidual encode implicitement une durée d'exposition (profondeur de migration des macrophages) : information de datation non explicitée dans le libellé.
FOETO:PP.PLA-RET-010	Minéralisation de la membrane basale villositaire trophoblastique	BENIRSCHKE	Minéralisation de la membrane basale trophoblastique	manifestation		oui		oui	oui	khong2019 ch19	Light microscopic examination reveals fine linear or stippled basophilic discolouration along the TBM.	Discordance français/anglais : le libellé anglais ajoute l'épaississement de la membrane basale, ce qui en fait un énoncé composite (deux lésions distinctes).
FOETO:PP.PLA-RET-011	Nécrose de l'épithélium amniotique (jumeau décédé)	BENIRSCHKE	Dégénérescence de l'amnios de la membrane de séparation après mort d'un jumeau	manifestation		oui		oui	oui	benirschke ch15	the ipsilateral amnion in the “dividing membrane” degenerated following the death of one fetus	Le contexte (mort du co-jumeau) est enchâssé dans le libellé ; le corpus décrit une dégénérescence plutôt qu'une nécrose vraie.
FOETO:PP.PLA-RET-012	Obliteration vasculaire villositaire et fibrose villeuse terminale (extensive) (Genest)	AMSTERDAM	FVM — malperfusion vasculaire fœtale	manifestation		non_standard	Oblitération des vaisseaux de villosités tronculaires + fibrose des villosités distales (étendue)	oui	oui	khong2019 ch25	Genest and colleagues described the sequence and extent of stem villous and distal villous changes that correlate with the in utero demise to delivery interval.	Libellé composite (deux lésions élémentaires distinctes), éponyme et extension aplatis dans le nom ; contexte post-mortem, où Amsterdam déconseille de retenir un diagnostic de FVM au-delà de 48 h de rétention.
FOETO:PP.PLA-RET-013	Oblitération luminale des vaisseaux villositaires de gros calibre	AMSTERDAM	FVM — malperfusion vasculaire fœtale	critere		non_standard	Oblitération des vaisseaux de villosités tronculaires (sclérose fibromusculaire)	oui	oui	amsterdam ch1	In stem vessel obliteration there is marked thickening of the vessel wall and resultant obliteration of the vascular lumen	« vaisseaux villositaires de gros calibre » est imprécis : le terme consensuel désigne les vaisseaux de villosités tronculaires (stem vessels).
FOETO:PP.PLA-RET-014	Prolifération cytotrophoblastique réactionnelle post-mortem	HORS_REFERENTIEL		hors		non_standard	Persistance / excès de cytotrophoblaste villositaire	oui	oui	khong2019 ch18	Given that hypoxia induces cytotrophoblast proliferation, it is not surprising that an excessive number of villous cytotrophoblastic cells,	Aucun référentiel ne code une prolifération cytotrophoblastique post-mortem ; il n'existe pas de définition consensuelle de l'excès de cytotrophoblaste, et le siège (villositaire ou extravilleux) n'est pas précisé.
