signe	nom_propose	hpo_id	label_hpo	n	choix
spinal defect	Spinal dysraphism	HP:0010301	Spinal dysraphism	1	
spinal deformations	Abnormality of the vertebral column	HP:0000925	Abnormality of the vertebral column	1	
spinal deformations	Spinal deformity	HP:0008443	Neuropathic spinal arthropathy	1	
Spinal fusion	Vertebral fusion	HP:0002948	Vertebral fusion	1	HP:0002948
Spinal kyphosis	Kyphosis	HP:0002808	Kyphosis	1	HP:0002808
Spinal lipomatosis	Spinal lipoma	HP:6000590	Spinal lipoma	1	HP:6000590
Spinal malformation	Abnormality of the spine	HP:0000925	Abnormality of the vertebral column	1	HP:0000925
Spinal scoliosis	Scoliosis	HP:0002650	Scoliosis	1	HP:0002650
spine and/or hip pain	Back pain	HP:0003418	Back pain	1	HP:0003418
spine and/or hip pain	Hip pain	HP:0030838	Hip pain	1	HP:0030838
spine defects	Abnormality of the spine	HP:0000925	Abnormality of the vertebral column	1	
Spinocerebellar ataxia	Ataxia	HP:0001251	Ataxia	1	PARENT:HP:0001251
splanchnocranial anomalies	Abnormality of the face	HP:0000271	Abnormality of the face	1	
Splayed labia majora	Abnormal labia majora morphology	HP:0012881	Abnormal labia majora morphology	1	HP:0012881
spleen deposits	Abnormality of the spleen	HP:0001743	Abnormality of the spleen	1	HP:0011034
Spleen hypertrophy	Splenomegaly	HP:0001744	Splenomegaly	1	HP:0001744
splenic hypoplasia	Hypoplastic spleen	HP:0006270	Hypoplastic spleen	1	HP:0006270
Splenic overgrowth	Splenomegaly	HP:0001744	Splenomegaly	1	HP:0001744
Splenogonadal/pancreas fusion	Splenogonadal fusion	HP:0025410	Splenogonadal fusion	1	HP:0025410
Split distal radial epiphyses	Abnormality of the distal radial epiphysis	HP:0010597	Abnormality of the distal radial epiphysis	1	PARENT:HP:0010597
Split epiphyses at base of proximal phalanges	Fragmentation of the epiphyses of the proximal phalanges of the hand	HP:0010272	Fragmentation of the epiphyses of the proximal phalanges of the hand	1	HP:0010272
Split sternum	Abnormal sternum morphology	HP:0000766	Abnormal sternum morphology	1	HP:0010309
split-hand phenotype	Split hand	HP:0001171	Split hand	1	HP:0001171
Splitting and elevation of outer retina and retinal pigment epithelial layer	Retinal detachment	HP:0000541	Retinal detachment	1	PARENT:HP:0001103
splitting of the first metatarsus	Split foot	HP:0001839	Split foot	1	
splitting of the skin	Skin fissure	HP:0031057	Skin fissure	1	
Spondyloepiphyseal abnormalities	Spondyloepiphyseal dysplasia	HP:0002655	Spondyloepiphyseal dysplasia	1	HP:0002655
spondylosis	Cervical spondylosis	HP:0008480	Cervical spondylosis	1	HP:0008480
spontaneous amputation of digits	Autoamputation of digits	HP:0007460	Autoamputation of digits	1	HP:0007460
spontaneous arterial rupture	Arterial rupture	HP:0025019	Arterial rupture	1	
spontaneous bacterial peritonitis	Peritonitis	HP:0002586	Peritonitis	1	HP:0002586
Spontaneous bruising	Easy bruising	HP:0000978	Bruising susceptibility	1	HP:0000978
Spontaneous CNS hemorrhage	Intracranial hemorrhage	HP:0002170	Intracranial hemorrhage	1	HP:0002170
Spontaneous coronary dissection	Coronary artery dissection	HP:0006702	Coronary artery dissection	1	
spontaneous dental abscesses	Dental abscess	HP:0030757	Tooth abscess	1	HP:0030757
spontaneous dissections of medium-sized arteries	Arterial dissection	HP:0005294	Arterial dissection	1	HP:0005294
Spontaneous ecchymoses	Ecchymosis	HP:0031364	Ecchymosis	1	HP:0031364
Spontaneous joint bleeding	Hemarthrosis	HP:0005261	Joint hemorrhage	1	HP:0005261
Spontaneous joint bleeds	Hemarthrosis	HP:0005261	Joint hemorrhage	1	HP:0005261
spontaneous mucocutaneous bleeding	Abnormal bleeding	HP:0001892	Abnormal bleeding	1	HP:0011889
spontaneous myoclonus	Myoclonus	HP:0001336	Myoclonus	1	HP:0001336
Spontaneous perirenal hemorrhage	Internal hemorrhage	HP:0011029	Internal hemorrhage	1	HP:0011029
spontaneous remission of dystonia	Dystonia	HP:0001332	Dystonia	1	NON
spontaneous remission of parkinsonism	Parkinsonism	HP:0001300	Parkinsonism	1	NON
Spontaneous renal rupture	Abnormal renal morphology	HP:0012210	Abnormal renal morphology	1	NON
Spontaneous retinal detachment	Retinal detachment	HP:0000541	Retinal detachment	1	HP:0000541
Spontaneous ruptures in large and medium sized arteries	Aneurysm	HP:0002617	Vascular dilatation	1	
Spotty alopecia	Patchy alopecia	HP:0002232	Patchy alopecia	1	HP:0002232
Spotty hypotrichosis	Hypotrichosis	HP:0008070	Sparse hair	1	HP:0008070
Spotty skin pigmentation	Abnormality of skin pigmentation	HP:0001000	Abnormality of skin pigmentation	1	HP:0007587
Sprengel scapular anomaly	Sprengel anomaly	HP:0000912	Sprengel anomaly	1	HP:0000912
Spur- like downward projection at the acetabular roof	Acetabular spur	HP:0010454	Acetabular spurs	1	HP:0010454
Spur-like projections at lower margins of sciatic notches	Abnormal greater sciatic notch morphology	HP:0010456	Abnormal greater sciatic notch morphology	1	HP:0010454
Spur-like, downward projections at acetabula	Short upper lip	HP:0000188	Short upper lip	1	HP:0010454
spurlike downward projections at the acetabulae	Shallow acetabulae	HP:0003182	Shallow acetabular fossae	1	HP:0010454
Spurs at the acetabular margins	Acetabular spurs	HP:0010454	Acetabular spurs	1	HP:0010454
Spurs in midshaft of ulna and fibula	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	HP:6000873
square jaw	Abnormal jaw morphology	HP:0030791	Abnormal jaw morphology	1	HP:0012802
Square jaw with retruded maxilla	Maxillary hypoplasia	HP:0000327	Hypoplasia of the maxilla	1	HP:0000327
square short pelvis	Square pelvis	HP:0003278	Square pelvis bone	1	HP:0003278
square shoulders	Abnormal shoulder morphology	HP:0003043	Abnormal shoulder morphology	1	HP:0003043
Square, boxlike vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	1	HP:0003312
Square, short iliac wings	Abnormal iliac wing morphology	HP:0011867	Abnormal iliac wing morphology	1	HP:0011867
Squared and flat vertebral bodies	Platyspondyly	HP:0000926	Platyspondyly	1	HP:0000926
Squared and short ilia	Hypoplastic ilia	HP:0000946	Hypoplastic ilia	1	HP:0000946
squared iliac wings	Squared iliac bones	HP:0003177	Squared iliac bones	1	HP:0003177
Squared nasal tip	Abnormal nasal tip morphology	HP:0000436	Abnormal nasal tip morphology	1	HP:0000436
Squared, shortened ilia	Squared iliac bones	HP:0003177	Squared iliac bones	1	HP:0003177
squared-off lobule configuration	Abnormal earlobe morphology	HP:0000363	Abnormal earlobe morphology	1	HP:0000363
Squaring of the chin	Abnormality of the chin	HP:0000306	Abnormality of the chin	1	HP:0000306
ST segment abnormalities	Abnormal ST segment	HP:0012249	Abnormal ST segment	1	HP:0012249
Stahl deformity of the ear	Stahl ear	HP:0100015	Stahl ear	1	HP:0100015
Stature short for mid-parental height	Short stature	HP:0004322	Short stature	1	HP:0004322
status myoclonicus	Myoclonus	HP:0001336	Myoclonus	1	HP:0002133
Steatocystomas	Steatocystoma multiplex	HP:0012035	Steatocystoma multiplex	1	HP:0012035
Steep corneas	Abnormality of the curvature of the cornea	HP:0100691	Abnormality of the curvature of the cornea	1	HP:0100691
Steep short base of skull	Short neck	HP:0000470	Short neck	1	HP:0002693
Stellate configuration of calcaneus	Abnormality of the calcaneus	HP:0008364	Abnormality of the calcaneus	1	HP:0008364
Stellate long bones	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	HP:0011314
Stellate pattern in the iris	Brushfield spots	HP:0001088	Brushfield spots	1	HP:0012775
stellate/lacy iris pattern	Stellate iris	HP:0012775	Stellate iris	1	HP:0012775
Steno-occlusive cerebral arteriopathy	Stenosis of cerebral arteries	HP:0012492	Cerebral artery stenosis	1	HP:0012492
Stenosis and aneurysms of aortic branches and coronary arteries	Coronary artery stenosis	HP:0005145	Coronary artery stenosis	1	PARENT:HP:0006704
Stenosis of bronchial tree	Bronchial stenosis	HP:6001383	Bronchial stenosis	1	HP:6001383
stenosis of the airway	Laryngotracheal stenosis	HP:0004894	Laryngotracheal stenosis	1	PARENT:HP:0001602
stenosis of the auditory canals	External auditory canal stenosis	HP:0000402	Stenosis of the external auditory canal	1	HP:0000402
Stenosis of the cervical and lumbar spinal canal	Spinal canal stenosis	HP:0003416	Spinal canal stenosis	1	HP:0003416
Stenosis of the cervical spine	Spinal stenosis	HP:0003416	Spinal canal stenosis	1	HP:0003416
Stenosis of the external ear canal	External auditory canal stenosis	HP:0000402	Stenosis of the external auditory canal	1	HP:0000402
stenosis of the medullary cavity	Narrowing of medullary canal	HP:0032458	Narrowing of medullary canal	1	HP:0032458
Stenosis of the proximal segment of the intracranial arteries	Cerebral artery stenosis	HP:0012492	Cerebral artery stenosis	1	HP:0012492
Stenotic bronchi	Bronchial stenosis	HP:6001383	Bronchial stenosis	1	HP:6001383
Stenotic ear canal	Stenosis of the external auditory canal	HP:0000402	Stenosis of the external auditory canal	1	HP:0000402
Stenotic external canals	Stenosis of external auditory canal	HP:0000402	Stenosis of the external auditory canal	1	HP:0000402
Stenotic trachea	Tracheal stenosis	HP:0002777	Tracheal stenosis	1	HP:0002777
Stepping-stone appearance of calcifications	Cerebral calcification	HP:0002514	Cerebral calcification	1	HP:0002514
stereotyped behavioral routines	Motor stereotypy	HP:0000733	Motor stereotypy	1	HP:0000733
stereotyped seizures	Seizure	HP:0001250	Seizure	1	HP:0001250
stereotypic behavior	Motor stereotypy	HP:0000733	Motor stereotypy	1	HP:0000733
Stereotypic hand movements	Motor stereotypy	HP:0000733	Motor stereotypy	1	HP:5200018
stereotypic hand movements	Midline hand movements	HP:5200009	Midline hand movements	1	HP:5200009
Stereotypic laughter	Paroxysmal bursts of laughter	HP:0000749	Paroxysmal bursts of laughter	1	HP:0000749
Stereotypic movements	Neurogenic bladder	HP:0000011	Neurogenic bladder	1	HP:0000733
Stereotypical hand movements	Stereotypic upper-extremity movements	HP:5200018	Stereotypic upper-extremity movements	1	HP:5200018
Stereotypies	Self-injurious behavior	HP:0100716	Self-injurious behavior	1	HP:0000733
Stereotypies of arms	Motor stereotypy	HP:0000733	Motor stereotypy	1	PARENT:HP:0031432
Stereotypies of hands	Motor stereotypy	HP:0000733	Motor stereotypy	1	PARENT:HP:0031432
Stereotypies of legs	Motor stereotypy	HP:0000733	Motor stereotypy	1	PARENT:HP:0031432
Stereotypy of speech	Abnormal speech pattern	HP:0002167	Abnormal speech pattern	1	PARENT:HP:0002167
Sterile pyrexias	Pyrexia	HP:0001945	Fever	1	HP:0001945
sterility	Infertility	HP:0000789	Infertility	1	HP:0000789
Sternal defect	Aplasia/Hypoplasia of the sternum	HP:0006714	Aplasia/Hypoplasia of the sternum	1	HP:0010309
Sternal deformity	Abnormality of the sternum	HP:0000766	Abnormal sternum morphology	1	HP:0000766
sternal malformations	Abnormal sternum morphology	HP:0000766	Abnormal sternum morphology	1	
sternum cleft	Sternal cleft	HP:0010309	Bifid sternum	1	
sternum deformity	Abnormality of the sternum	HP:0000766	Abnormal sternum morphology	1	
Steroid resistant nephrotic syndrome	Steroid-resistant nephrotic syndrome	HP:0012588	Steroid-resistant nephrotic syndrome	1	
Stiff and wide-based gait	Abnormal gait	HP:0001288	Gait disturbance	1	PARENT:HP:0100022
Stiff Auricular Cartilage	Abnormal external ear cartilage morphology	HP:3000022	Abnormal external ear cartilage morphology	1	PARENT:HP:0000377
Stiff spine	Joint stiffness	HP:0001387	Joint stiffness	1	HP:0003306
Stiff, straight spine	Spinal rigidity	HP:0003306	Spinal rigidity	1	HP:0003306
stiff, tapered fingers	Tapered fingers	HP:0001182	Tapered finger	1	HP:0001182+HP:0025261
Stiffening of the body	Muscle rigidity	HP:0002063	Rigidity	1	HP:0002063
stiffening of the connective tissues	Stiff skin	HP:0030053	Stiff skin	1	NON
Stiffness following startle	Muscle stiffness	HP:0003552	Muscle stiffness	1	HP:0002267+HP:0003552
stimulus sensitive myoclonic jerks	Myoclonus	HP:0001336	Myoclonus	1	HP:0001336
Stimulus-induced drop attacks	Drop attack	HP:0010819	Atonic seizure	1	HP:0010819
stimulus-sensitive sustained muscular contraction	Dystonia	HP:0001332	Dystonia	1	
stimulus-sensitive sustained muscular contraction	Muscle spasm	HP:0003394	Muscle spasm	1	
Stippled appearance at fracture sites	Patchy osteosclerosis	HP:0005686	Patchy osteosclerosis	1	HP:0010655
Stippling (chondrodysplasia punctata)	Calcific stippling	HP:0002832	Calcific stippling	1	HP:0002832
stocking and glove pattern sensory loss	Stocking-glove distribution	HP:6001335	Stocking-glove distribution	1	HP:6001335
stomach and spleen in left hemithorax	Congenital diaphragmatic hernia	HP:0000776	Congenital diaphragmatic hernia	1	
Stone-associated pain	Pain	HP:0012531	Pain	1	NON
strabismus in primary gaze	Strabismus	HP:0000486	Strabismus	1	HP:0000486
Straight aligned ribs	Abnormal rib morphology	HP:0000772	Abnormal rib morphology	1	NON
straight long bones of lower limbs	Abnormal lower limb bone morphology	HP:0040069	Abnormal lower limb bone morphology	1	NON
Straight pubic hair at adolescence	Abnormality of the pubic hair	HP:0100133	Abnormality of the pubic hair	1	NON
Strangulated diaphragmatic hernia	Diaphragmatic hernia	HP:0000776	Congenital diaphragmatic hernia	1	
Strawberry hemangiomata	Hemangioma	HP:0001028	Hemangioma	1	HP:0005306
Streaks of hyperpigmentation	Hyperpigmented streaks	HP:0007572	Hyperpigmented streaks	1	HP:0007572
Streaks of hypopigmentation	Hypopigmentation	HP:0001010	Hypopigmentation of the skin	1	HP:0007535
Streaky osteoporosis	Osteoporosis	HP:0000939	Osteoporosis	1	HP:0000939
strephenopodia	Metatarsus adductus	HP:0001840	Metatarsus adductus	1	
Striated ichthyosiform hyperkeratosis	Ichthyosis	HP:0008064	Ichthyosis	1	HP:0008064
strictures of the intrahepatic and (or) extrahepatic biliary tree	Biliary atresia	HP:0005912	Biliary atresia	1	
stridor and respiratory distress	Respiratory distress	HP:0002098	Respiratory distress	1	HP:0002098
stridor and respiratory distress	Stridor	HP:0010307	Stridor	1	HP:0010307
Stridor, laryngomalacia, and obstructive sleep apnea	Laryngomalacia	HP:0001601	Laryngomalacia	1	HP:0001601
Stridor, laryngomalacia, and obstructive sleep apnea	Stridor	HP:0010307	Stridor	1	HP:0010307
striking arachnodactyly	Arachnodactyly	HP:0001166	Arachnodactyly	1	
Striking hypertrichosis at birth	Hypertrichosis	HP:0000998	Hypertrichosis	1	HP:0000998
Striking metaphyseal widening of the tubular bones	Metaphyseal widening	HP:0003016	Metaphyseal widening	1	HP:0003016
Striking shortness of the long tubular bones	Short tubular bones	HP:0003026	Short long bone	1	HP:0003026
stroke episode	Stroke	HP:0001297	Stroke	1	
stroke-like events	Stroke-like episodes	HP:0002401	Stroke-like episode	1	
Strokes in the basal ganglia and thalamus	Cerebral infarct	HP:0025722	Cerebral infarct	1	
Strongly succinate dehydrogenase-reactive blood vessels	Abnormality of the blood vessels	HP:0002597	Abnormality of the vasculature	1	NON
structural abnormalities affecting the corpus callosum and/or cerebellum	Abnormality of the corpus callosum	HP:0001273	Abnormal corpus callosum morphology	1	
structural abnormalities affecting the corpus callosum and/or cerebellum	Abnormality of the cerebellum	HP:0001317	Abnormal cerebellum morphology	1	
Structural abnormalities of the cerebellum	Cerebellar hypoplasia	HP:0001321	Cerebellar hypoplasia	1	HP:0001317
structural anomalies	Abnormal fetal morphology	HP:0034058	Abnormal fetal morphology	1	NON
structural anomalies of the kidney and urinary tract	Abnormality of the kidney	HP:0000077	Abnormality of the kidney	1	HP:0000077
structural anomalies of the kidney and urinary tract	Abnormality of the urinary system	HP:0000079	Abnormality of the urinary system	1	HP:0000079
structural anomalies of the posterior fossa	Abnormality of the posterior fossa	HP:0000932	Abnormal posterior cranial fossa morphology	1	HP:0000932
structural brain abnormalities	Abnormality of brain morphology	HP:0012443	Abnormal brain morphology	1	HP:0012443
structural brain anomaly	Abnormality of brain morphology	HP:0012443	Abnormal brain morphology	1	
Structural brain defects	Abnormal brain morphology	HP:0012443	Abnormal brain morphology	1	HP:0012443
structural brain malformations	Abnormal brain morphology	HP:0012443	Abnormal brain morphology	1	HP:0012443
structural brain pathology	Abnormality of the brain	HP:0012443	Abnormal brain morphology	1	
Structural cardiac abnormalities	Congenital heart defects	HP:0001627	Abnormal heart morphology	1	HP:0001627
Structural cardiac anomalies	Congenital heart defect	HP:0001627	Abnormal heart morphology	1	HP:0001627
Structural central nervous system abnormalities	Morphological central nervous system abnormality	HP:0002011	Morphological central nervous system abnormality	1	HP:0002011
structural CNS malformations	Abnormality of the nervous system	HP:0000707	Abnormality of the nervous system	1	
structural defects (corpus callosum hypoplasia)	Hypoplasia of the corpus callosum	HP:0002079	Hypoplasia of the corpus callosum	1	HP:0002079
Structural defects of brain development	Abnormality of brain morphology	HP:0012443	Abnormal brain morphology	1	HP:0012443
Structural errors of cortical and cerebellar neuronal migration	Abnormal neuronal migration	HP:0002269	Abnormality of neuronal migration	1	HP:0002269
Structural eye anomalies	Abnormality of the eye	HP:0000478	Abnormality of the eye	1	HP:0000478
Structural heart defects	Congenital heart defects	HP:0001627	Abnormal heart morphology	1	
Structural heart disease	Abnormal heart morphology	HP:0001627	Abnormal heart morphology	1	HP:0001627
Structural renal abnormalities	Abnormality of the kidney	HP:0000077	Abnormality of the kidney	1	HP:0000077
Structural renal abnormalities	Abnormality of the urinary system	HP:0000079	Abnormality of the urinary system	1	HP:0000079
Structurally altered mitochondria with abnormal cristae	Abnormal mitochondrial morphology	HP:0008322	Abnormal mitochondrial morphology	1	HP:0008322
Struggling to breathe	Respiratory distress	HP:0002098	Respiratory distress	1	HP:0002098
Stubby hands	Short finger	HP:0009381	Short finger	1	HP:0009381
Stubby hands and feet	Short feet	HP:0001773	Short foot	1	HP:0001773
stumbling	Gait disturbance	HP:0001288	Gait disturbance	1	HP:0001288
stumbling	Gait ataxia	HP:0002066	Gait ataxia	1	HP:0001288
Stunted growth	Short stature	HP:0004322	Short stature	1	HP:0004322
stuporous	Stupor	HP:0001259	Coma	1	HP:0001259
stuttering speech	Stuttering	HP:0025268	Stuttering	1	HP:0025268
Subacute combined degeneration of the spinal cord	Atrophy/Degeneration involving the spinal cord	HP:0007344	Atrophy/Degeneration involving the spinal cord	1	HP:0007344
subacute onset of dysarthria	Dysarthria	HP:0001260	Dysarthria	1	HP:0001260
Subarachnoid cyst	Abnormal subarachnoid space morphology	HP:0012703	Abnormal subarachnoid space morphology	1	PARENT:HP:0002011
Subarachnoid cyst	Arachnoid cyst	HP:0100702	Arachnoid cyst	1	HP:0100702
subarachnoideal hemorrhage	Subarachnoid hemorrhage	HP:0002138	Subarachnoid hemorrhage	1	
subclinical involvement of distal muscles	Distal lower limb muscle weakness	HP:0009053	Distal lower limb muscle weakness	1	HP:0002460
Subclinical seizures	Seizures	HP:0001250	Seizure	1	HP:0001250
Subconjunctival neuromas	Neuroma	HP:0030430	Neuroma	1	HP:0030430
subcortical and subtle cortical astrocytic gliosis	Astrocytosis	HP:0002446	Astrocytosis	1	HP:0002446
Subcortical bifrontal white matter foci	White matter abnormality	HP:0002500	Abnormal cerebral white matter morphology	1	HP:0002500
Subcortical cysts	Cerebral subcortical cyst	HP:6000461	Cerebral subcortical cyst	1	HP:6000461
Subcortical infarcts	Cerebral infarct	HP:0025722	Cerebral infarct	1	
Subcortical white matter hyperintensities	White matter hyperintensity	HP:0030890	Hyperintensity of cerebral white matter on MRI	1	HP:0030890
subcortical/subependymal heterotopia	Periventricular heterotopia	HP:0007165	Periventricular heterotopia	1	
Subcutaneous and lower dermal lesion	Subcutaneous nodule	HP:0001482	Subcutaneous nodule	1	
Subcutaneous and lower dermal lesion	Skin nodule	HP:0200036	Skin nodule	1	
Subcutaneous calcifications of skin	Subcutaneous calcification	HP:0007618	Subcutaneous calcification	1	HP:0007618
Subcutaneous cysts of the scalp	Subcutaneous nodule	HP:0001482	Subcutaneous nodule	1	HP:0001482
Subcutaneous edema	Edema	HP:0000969	Edema	1	HP:0000969
subcutaneous fat is slightly increased	Increased adipose tissue	HP:0009126	Increased adipose tissue	1	
subcutaneous hamartomas	Hamartoma	HP:0010566	Hamartoma	1	HP:0010566
subcutaneous hemangiomas	Hemangioma	HP:0001028	Hemangioma	1	HP:0001028
Subcutaneous lipoma(s) in the frontotemporal region	Lipoma	HP:0012032	Lipoma	1	HP:0012032
subcutaneous lipomas outside the craniofacial areas	Subcutaneous lipoma	HP:0001031	Subcutaneous lipoma	1	HP:0001031
Subcutaneous masses over the scalp, neck, and trunk	Subcutaneous nodules	HP:0001482	Subcutaneous nodule	1	HP:0001482
Subcutaneous nodules may be large and calcified	Subcutaneous nodules	HP:0001482	Subcutaneous nodule	1	HP:0001482
subcutaneous tissue fluid	Edema	HP:0000969	Edema	1	
Subcutaneous Tumors	Myxoid subcutaneous tumors	HP:0006769	Myxoid subcutaneous tumors	1	HP:0001031
subcutis edema	Edema	HP:0000969	Edema	1	
subdural hemorrhage of brain	Subdural hemorrhage	HP:0100309	Subdural hemorrhage	1	
subependymal calcification	Intracranial calcification	HP:0430048	Intracranial calcification	1	
subependymal glial reactivity	Gliosis	HP:0002171	Gliosis	1	
Subfertility in males	Myoclonus	HP:0001336	Myoclonus	1	HP:0003251
Subglottal stenosis	Subglottic stenosis	HP:0001607	Subglottic stenosis	1	HP:0001607
Subglottic tracheal narrowing	Subglottic stenosis	HP:0001607	Subglottic stenosis	1	HP:0001607
Subluxation at distal interphalangeal joints	Joint subluxation	HP:0032153	Joint subluxation	1	PARENT:HP:0032153
Subluxation of hip and knee joints	Hip subluxation	HP:0030043	Hip subluxation	1	PARENT:HP:0032153
Subluxation of knee	Joint subluxation	HP:0032153	Joint subluxation	1	PARENT:HP:0032153
Subluxation of the knees	Joint subluxation	HP:0032153	Joint subluxation	1	PARENT:HP:0032153
Subluxation of the radius	Radial head subluxation	HP:0003048	Radial head subluxation	1	HP:0003048
Subluxations	Joint subluxation	HP:0032153	Joint subluxation	1	HP:0032153
Subluxed elbows, wrists, and knees	Joint subluxation	HP:0032153	Joint subluxation	1	PARENT:HP:0032153
Submandibular branchial cysts	Branchial cyst	HP:0009796	Branchial cyst	1	HP:0009796
Submandibular gland inflammation	Abnormality of the submandibular glands	HP:0010287	Abnormality of the submandibular glands	1	HP:0031281
Submandibular gland swelling	Abnormality of the submandibular glands	HP:0010287	Abnormality of the submandibular glands	1	
Submetaphyseal overconstriction	Metaphyseal undermodelling	HP:6001098	Metaphyseal undermodelling	1	HP:6001098
Submetaphyseal overconstriction of the long tubular bones	Abnormal metaphysis morphology	HP:0000944	Abnormal metaphysis morphology	1	PARENT:HP:0002813
Submucous cleft	Submucous cleft palate	HP:5201016	Submucous cleft palate	1	HP:5201016
Subnormal electroretinogram and visual evoked potential	Abnormal electroretinogram	HP:0000512	Abnormal electroretinogram	1	PARENT:HP:0030453
Subnormal range of intelligence	Intellectual disability	HP:0001249	Intellectual disability	1	PARENT:HP:0011446
subnormal weight	Low body weight	HP:0004325	Decreased body weight	1	HP:0004325
suboptimal growth	Failure to thrive	HP:0001508	Failure to thrive	1	HP:0001508
Subperiosteal cortical hyperostosis of the clavicles	Hyperostosis	HP:0100774	Hyperostosis	1	PARENT:HP:0011842
Subperiosteal cortical hyperostosis of the diaphyses of the long bones	Hyperostosis	HP:0100774	Hyperostosis	1	PARENT:HP:0011842
Subperiosteal cortical hyperostosis of the mandible	Hyperostosis	HP:0100774	Hyperostosis	1	PARENT:HP:0011842
Subperiosteal cortical hyperostosis of the ribs	Hyperostosis	HP:0100774	Hyperostosis	1	PARENT:HP:0011842
Subperiosteal cortical hyperostosis of the scapulae	Hyperostosis	HP:0100774	Hyperostosis	1	PARENT:HP:0011842
subpleural cysts	Abnormal subpleural morphology	HP:0031630	Abnormal subpleural morphology	1	PARENT:HP:0031630
Subretinal neovascularization	Choroidal neovascularization	HP:0011506	Choroidal neovascularization	1	HP:0011506
Subretinal, small, circular, yellow vitelliform lesion	Vitelliform macular lesion	HP:0007677	Vitelliform macular lesion	1	HP:0007677
substantial edema of the left lower limb	Edema	HP:0000969	Edema	1	
substantial loss of cerebral white matter	Leukoencephalopathy	HP:0002352	Leukoencephalopathy	1	
Subsymphyseal epispadias	Epispadias	HP:0000039	Epispadias	1	PARENT:HP:0100627
subtle axial hypotonia	Hypotonia	HP:0001252	Hypotonia	1	PARENT:HP:0003808
subtle change in gait	Abnormality of gait	HP:0001288	Gait disturbance	1	HP:0001288
subtle changes in coordination	Abnormality of coordination	HP:0011443	Abnormality of coordination	1	HP:0011443
subtle changes in eye movements	Abnormality of eye movements	HP:0000496	Abnormality of eye movement	1	HP:0000496
Subtle cognitive impairment	Intellectual disability	HP:0001249	Intellectual disability	1	PARENT:HP:0011446
Subtle degrees of asymmetry	Asymmetric growth	HP:0100555	Asymmetric growth	1	HP:0100555
Subtle dysmorphic facial features, including mild coarseness	Coarse facial features	HP:0000280	Coarse facial features	1	PARENT:HP:0001999
Subtle dysmorphic features in several individuals: ptosis, blepharophimosis, broad nasal bridge, hypertelorism, full nasal tip, and a high arched palate	Ptosis	HP:0000508	Ptosis	1	HP:0000508
Subtle dysmorphic features in several individuals: ptosis, blepharophimosis, broad nasal bridge, hypertelorism, full nasal tip, and a high arched palate	Blepharophimosis	HP:0000581	Blepharophimosis	1	HP:0000581
subtle facial changes	Cleft palate	HP:0000175	Cleft palate	1	
subtle facial changes	Bifid uvula	HP:0000193	Bifid uvula	1	
Subtle lengthening of the face	Long face	HP:0000276	Long face	1	HP:0000276
Subtle metaphyseal changes in other long bones	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	PARENT:HP:0011314
subtle neurocognitive impairment	Intellectual disability	HP:0001249	Intellectual disability	1	PARENT:HP:0001249
subtle seizures with behavioral arrest	Absence seizures	HP:0002121	Generalized non-motor (absence) seizure	1	HP:0002121
Subtle shortness primarily of the middle phalanges	Short middle phalanx of finger	HP:0005819	Short middle phalanx of finger	1	HP:0005819
subtle skeletal abnormalities	Abnormality of skeletal system	HP:0000924	Abnormality of the skeletal system	1	HP:0000924
subtle white matter changes	Abnormality of white matter	HP:0002500	Abnormal cerebral white matter morphology	1	HP:0002500
Subtotal loss of anterior horn motor neurons	Anterior horn cell loss	HP:0002398	Degeneration of anterior horn cells	1	
Subungual keratotic tumors	Subungual hyperkeratosis	HP:0008392	Subungual hyperkeratosis	1	HP:0009724
Suck/swallowing disorders	Swallowing difficulty	HP:0002015	Dysphagia	1	PARENT:HP:0002015
sucking and swallowing difficulties	Swallowing difficulty	HP:0002015	Dysphagia	1	
Sucking and swallowing problems in infancy	Feeding difficulties	HP:0011968	Feeding difficulties	1	HP:0011968
Sucking reflex	Suck reflex	HP:0030906	Suck reflex	1	HP:0030906
Sucking/feeding difficulties	Feeding difficulties	HP:0011968	Feeding difficulties	1	HP:0011968
Sucking/feeding difficulty	Feeding difficulties	HP:0011968	Feeding difficulties	1	HP:0011968
sudden chest pain	Chest pain	HP:0100749	Chest pain	1	
sudden infant death	Death in infancy	HP:0001522	Death in infancy	1	HP:0001522
Sudden infant death syndrome	Sudden death	HP:0001699	Sudden death	1	PARENT:HP:0001699
sudden loss of consciousness	Syncope	HP:0001279	Syncope	1	
Sudden onset of clumsy gait	Ataxia	HP:0001251	Ataxia	1	HP:0001251
sudden severe electrolyte disturbances	Abnormal blood ion concentration	HP:0003111	Abnormal blood ion concentration	1	PARENT:HP:0003111
Sudden unexpected cardiac death	Sudden cardiac death	HP:0001645	Sudden cardiac death	1	HP:0001645
sudden unexpected infant death	Death in infancy	HP:0001522	Death in infancy	1	
Sudden unexpected nocturnal death syndrome	Sudden death	HP:0001699	Sudden death	1	PARENT:HP:0001699
sudden unexplained death	Sudden cardiac death	HP:0001645	Sudden cardiac death	1	PARENT:HP:0001645
